psi_delay,psi_error,status,solve_time,gap,total_cost,C1_rental,C2_storage,C2_model,C2_data,C3_robust_delay,C4_unmet,C1_pct,C2_pct,C3_pct,C4_pct,num_allocations,num_gpu_configs,total_gpus,num_unmet_queries,total_unmet_fraction,avg_delay,avg_error,scaled_Delta_i_mean,scaled_epsilon_mean
0.1,0.8,OPTIMAL,0.2851872444152832,0.0,523.4252439886989,346.3615092151361,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487916,95.55114369116934,66.1721063691407,8.586006073196678,6.986913272694345,18.25497428496826,6,4,20,1,0.16578389830508383,40.54307907423625,0.04551748272651963,191.66666666666666,0.06933333333333334
0.1,1.2,OPTIMAL,0.36662793159484863,0.008658676568102415,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,191.66666666666666,0.10400000000000002
0.1,1.6,OPTIMAL,0.4061098098754883,0.009189467399586242,406.1881091985697,328.9245307370344,44.88989083459515,1.1925230969195688,43.69736773767558,18.28872520298888,14.084962423951305,80.9783751144315,11.05150294112874,4.502525994439741,3.4675959500000313,6,3,13,1,0.04459030975088496,25.282557130856517,0.07446742330195649,191.66666666666666,0.1386666666666667
0.1,2.0,OPTIMAL,0.2160639762878418,0.007896520659961504,369.9901362919646,312.1214874711983,44.959189735994826,1.1925230969195688,43.766666639075254,12.909459084771466,0.0,84.3594076856413,12.151456302747725,3.4891360116109755,0.0,6,3,13,0,0.0,22.78608559518935,0.08265774078787826,191.66666666666666,0.17333333333333334
0.1,2.4,OPTIMAL,0.22493195533752441,0.0,368.50089142672687,274.33347364485957,44.28987532852142,0.7155138581517413,43.57436147036968,24.822359775809346,25.055182677536596,74.44581004477932,12.01893302267033,6.7360379183085515,6.799219014241814,6,3,17,1,0.04347144049320162,25.510335578913114,0.11687238071768574,191.66666666666666,0.20800000000000005
0.1,2.8,OPTIMAL,0.19518470764160156,0.0,326.8312660952864,244.88423674370048,44.3463322668365,0.7155138581517413,43.63081840868476,19.901213229142975,17.699483855606566,74.92680846278196,13.568570962212497,6.08913996108954,5.415480613916034,6,3,17,1,0.03070909795757404,24.930165448950444,0.11901273380541856,191.66666666666666,0.24266666666666667
0.1,3.2,OPTIMAL,0.15763092041015625,0.0,282.9656400512322,216.0841067108296,43.51164107666325,0.7155138581517413,42.796127218511515,10.164491873227867,13.205400390511558,76.36407963585495,15.377005161752248,3.592129373512466,4.666785828880377,6,2,9,1,0.0509306411232221,15.128264177934488,0.11804586588300163,191.66666666666666,0.2773333333333334
0.15,0.4,OPTIMAL,0.5981309413909912,0.0032669300829639984,1087.6354147286277,461.5758555538894,40.325682724513825,3.339063702601661,36.98661902191216,62.06716407784446,516.0357234979332,42.43847242405725,3.70764708269226,5.706614848812241,47.4456528823758,6,4,24,5,1.138232594564996,91.36122722735384,0.02859433322444766,287.5,0.03466666666666667
0.15,0.8,OPTIMAL,0.30988502502441406,0.009805068610997328,499.4158987986073,322.3521640250439,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,64.54583540501872,8.998777040463642,7.322808090982857,19.13257946353476,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,287.5,0.06933333333333334
0.15,1.2,OPTIMAL,0.35137224197387695,0.0,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,287.5,0.10400000000000002
0.15,1.6,OPTIMAL,0.446124792098999,0.009981327285610983,406.1881091985698,328.9245307370344,44.88989083459515,1.1925230969195688,43.69736773767558,18.28872520298888,14.084962423951447,80.97837511443147,11.051502941128739,4.502525994439739,3.467595950000065,6,3,13,1,0.04459030975088541,25.28255713085652,0.0744674233019565,287.5,0.1386666666666667
0.15,2.0,OPTIMAL,0.23151588439941406,0.007484471473387995,369.9901362919646,312.1214874711983,44.959189735994826,1.1925230969195688,43.766666639075254,12.909459084771466,0.0,84.3594076856413,12.151456302747725,3.4891360116109755,0.0,6,3,13,0,0.0,22.78608559518935,0.08265774078787826,287.5,0.17333333333333334
0.15,2.4,OPTIMAL,0.2472219467163086,0.0,368.50089142672687,274.33347364485957,44.28987532852142,0.7155138581517413,43.57436147036968,24.822359775809346,25.055182677536596,74.44581004477932,12.01893302267033,6.7360379183085515,6.799219014241814,6,3,17,1,0.04347144049320162,25.510335578913114,0.11687238071768574,287.5,0.20800000000000005
0.15,2.8,OPTIMAL,0.19295096397399902,0.0,326.8312660952864,244.88423674370048,44.3463322668365,0.7155138581517413,43.63081840868476,19.901213229142975,17.699483855606566,74.92680846278196,13.568570962212497,6.08913996108954,5.415480613916034,6,3,17,1,0.03070909795757404,24.930165448950444,0.11901273380541856,287.5,0.24266666666666667
0.15,3.2,OPTIMAL,0.13366389274597168,0.0,282.9656400512322,216.0841067108296,43.51164107666325,0.7155138581517413,42.796127218511515,10.164491873227867,13.205400390511558,76.36407963585495,15.377005161752248,3.592129373512466,4.666785828880377,6,2,9,1,0.0509306411232221,15.128264177934488,0.11804586588300163,287.5,0.2773333333333334
0.2,0.4,OPTIMAL,0.5762979984283447,0.006723848270631582,1087.635416859071,469.20685374279265,40.32568279758967,3.3390646713747927,36.98661812621488,62.067153707594905,516.0357266110939,43.14008595801267,3.7076470821485596,5.7066138841667735,47.445653075672006,6,4,25,5,1.1382326600054191,91.36121446061821,0.02859433216266064,383.3333333333333,0.03466666666666667
0.2,0.8,OPTIMAL,0.292011022567749,0.0011574171487437714,499.4158987986073,322.3521640250439,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,64.54583540501872,8.998777040463642,7.322808090982857,19.13257946353476,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,383.3333333333333,0.06933333333333334
0.2,1.2,OPTIMAL,0.3590738773345947,0.0,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,383.3333333333333,0.10400000000000002
0.2,1.6,OPTIMAL,0.30503034591674805,0.009878048121695841,406.1881091985698,328.9245307370344,44.88989083459515,1.1925230969195688,43.69736773767558,18.288725202988868,14.084962423951445,80.97837511443147,11.051502941128739,4.502525994439736,3.4675959500000646,6,3,13,1,0.044590309750885404,25.28255713085652,0.0744674233019565,383.3333333333333,0.1386666666666667
0.2,2.0,OPTIMAL,0.21454381942749023,0.009641867753211242,369.9901362919646,312.1214874711983,44.959189735994826,1.1925230969195688,43.766666639075254,12.909459084771466,0.0,84.3594076856413,12.151456302747725,3.4891360116109755,0.0,6,3,13,0,0.0,22.78608559518935,0.08265774078787826,383.3333333333333,0.17333333333333334
0.2,2.4,OPTIMAL,0.24482989311218262,0.0,368.50089142672687,274.33347364485957,44.28987532852142,0.7155138581517413,43.57436147036968,24.822359775809346,25.055182677536603,74.44581004477932,12.01893302267033,6.7360379183085515,6.799219014241816,6,3,17,1,0.04347144049320163,25.510335578913114,0.11687238071768574,383.3333333333333,0.20800000000000005
0.2,2.8,OPTIMAL,0.21388602256774902,0.0,326.8312660952864,244.88423674370048,44.3463322668365,0.7155138581517413,43.63081840868476,19.901213229142975,17.699483855606566,74.92680846278196,13.568570962212497,6.08913996108954,5.415480613916034,6,3,17,1,0.03070909795757404,24.930165448950444,0.11901273380541856,383.3333333333333,0.24266666666666667
0.2,3.2,OPTIMAL,0.13818097114562988,0.0,282.9656400512322,216.0841067108296,43.51164107666325,0.7155138581517413,42.796127218511515,10.164491873227867,13.205400390511558,76.36407963585495,15.377005161752248,3.592129373512466,4.666785828880377,6,2,9,1,0.0509306411232221,15.128264177934488,0.11804586588300163,383.3333333333333,0.2773333333333334
