psi_budget,psi_cost,status,solve_time,total_cost,gpu_rental_cost,storage_cost_model,storage_cost_data,storage_cost_total,delay_penalty,unmet_demand_penalty,total_gpus,avg_gpu_cost,budget_available,budget_used,budget_utilization_pct,budget_slack,precision_FP16,precision_INT8,precision_INT4,total_unmet_demand,unmet_demand_pct,num_active_configs,gpu_tier_allocation,gpu_tier_cost,model_instances
0.6,0.8,OPTIMAL,0.501615047454834,416.1365231301472,261.217241990107,1.4310277163034826,43.766666639075254,45.19769435537874,109.72158678466144,0.0,17.0,15.36572011706512,3000.0,306.4149363454858,10.213831211516194,2693.585063654514,0.0,17.0,0.0,0.0,0.0,4.0,"{'H100_80GB_INT8': 13, 'RTX_4090_INT8': 4}","{'H100_80GB_INT8': np.float64(249.69718997695867), 'RTX_4090_INT8': np.float64(11.520052013148355)}","{'Llama-3.2-1B': 4, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
0.6,1.0,OPTIMAL,0.5022399425506592,481.4408336276741,326.52155248763376,1.4310277163034826,43.766666639075254,45.19769435537874,109.72158678466158,0.0,17.0,19.207150146331397,3000.0,371.7192468430125,12.39064156143375,2628.2807531569874,0.0,17.0,0.0,0.0,0.0,4.0,"{'H100_80GB_INT8': 13, 'RTX_4090_INT8': 4}","{'H100_80GB_INT8': np.float64(312.1214874711983), 'RTX_4090_INT8': np.float64(14.400065016435443)}","{'Llama-3.2-1B': 4, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
0.6,1.2,OPTIMAL,0.4742112159729004,546.93429281368,368.76359056838425,1.4310277163034826,43.766666639075254,45.19769435537874,132.973007889917,0.0,23.0,16.03319958992975,3000.0,413.961284923763,13.798709497458766,2586.038715076237,0.0,23.0,0.0,0.0,0.0,5.0,"{'RTX_4090_INT8': 12, 'H100_80GB_INT8': 11}","{'RTX_4090_INT8': np.float64(51.84023405916759), 'H100_80GB_INT8': np.float64(316.92335650921666)}","{'Llama-3.2-1B': 10, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
0.6,1.4,OPTIMAL,0.3584468364715576,608.3948912417441,430.2241889964483,1.4310277163034826,43.766666639075254,45.19769435537874,132.973007889917,0.0,23.0,18.705399521584706,3000.0,475.42188335182703,15.84739611172757,2524.578116648173,0.0,23.0,0.0,0.0,0.0,5.0,"{'RTX_4090_INT8': 12, 'H100_80GB_INT8': 11}","{'RTX_4090_INT8': np.float64(60.48027306902886), 'H100_80GB_INT8': np.float64(369.7439159274194)}","{'Llama-3.2-1B': 10, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
0.8,0.2,OPTIMAL,0.6024417877197266,218.39347438596565,68.66491915069398,1.4310277163034826,43.766666639075254,45.19769435537874,104.53086087989291,0.0,17.0,4.039112891217293,4000.0,113.8626135060727,2.8465653376518176,3886.1373864939274,4.0,13.0,0.0,0.0,0.0,4.0,"{'H100_80GB_FP16': 4, 'RTX_4090_INT8': 4, 'H100_80GB_INT8': 9}","{'H100_80GB_FP16': np.float64(22.56808480524096), 'RTX_4090_INT8': np.float64(2.8800130032870888), 'H100_80GB_INT8': np.float64(43.21682134216592)}","{'Llama-3.2-1B': 4, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
0.8,0.4,OPTIMAL,0.5839481353759766,287.24627243128566,131.97418320376585,1.4310277163034826,43.766666639075254,45.19769435537874,110.0743948721412,0.0,17.0,7.763187247280344,4000.0,177.17187755914458,4.429296938978614,3822.8281224408556,0.0,13.0,4.0,0.0,0.0,4.0,"{'H100_80GB_INT8': 13, 'RTX_4090_INT4': 4}","{'H100_80GB_INT8': np.float64(124.84859498847933), 'RTX_4090_INT4': np.float64(7.125588215286516)}","{'Llama-3.2-1B': 4, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
0.8,0.6,OPTIMAL,0.5508060455322266,350.83221263262055,195.9129314925802,1.4310277163034826,43.766666639075254,45.19769435537874,109.72158678466164,0.0,17.0,11.524290087798835,4000.0,241.11062584795894,6.027765646198974,3758.889374152041,0.0,17.0,0.0,0.0,0.0,4.0,"{'H100_80GB_INT8': 13, 'RTX_4090_INT8': 4}","{'H100_80GB_INT8': np.float64(187.27289248271896), 'RTX_4090_INT8': np.float64(8.640039009861265)}","{'Llama-3.2-1B': 4, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
0.8,0.8,OPTIMAL,0.6391186714172363,416.13652313014745,261.217241990107,1.4310277163034826,43.766666639075254,45.19769435537874,109.72158678466164,0.0,17.0,15.36572011706512,4000.0,306.4149363454858,7.660373408637144,3693.585063654514,0.0,17.0,0.0,0.0,0.0,4.0,"{'H100_80GB_INT8': 13, 'RTX_4090_INT8': 4}","{'H100_80GB_INT8': np.float64(249.69718997695867), 'RTX_4090_INT8': np.float64(11.520052013148355)}","{'Llama-3.2-1B': 4, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
0.8,1.0,OPTIMAL,0.5490429401397705,481.4408336276741,326.52155248763376,1.4310277163034826,43.766666639075254,45.19769435537874,109.72158678466158,0.0,17.0,19.207150146331397,4000.0,371.7192468430125,9.292981171075313,3628.2807531569874,0.0,17.0,0.0,0.0,0.0,4.0,"{'H100_80GB_INT8': 13, 'RTX_4090_INT8': 4}","{'H100_80GB_INT8': np.float64(312.1214874711983), 'RTX_4090_INT8': np.float64(14.400065016435443)}","{'Llama-3.2-1B': 4, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
0.8,1.2,OPTIMAL,0.5053207874298096,546.7451441252008,391.8258629851604,1.4310277163034826,43.766666639075254,45.19769435537874,109.72158678466165,0.0,17.0,23.04858017559767,4000.0,437.0235573405392,10.92558893351348,3562.9764426594606,0.0,17.0,0.0,0.0,0.0,4.0,"{'H100_80GB_INT8': 13, 'RTX_4090_INT8': 4}","{'H100_80GB_INT8': np.float64(374.5457849654379), 'RTX_4090_INT8': np.float64(17.28007801972253)}","{'Llama-3.2-1B': 4, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
0.8,1.4,OPTIMAL,0.4293942451477051,608.3948912417441,430.2241889964483,1.4310277163034826,43.766666639075254,45.19769435537874,132.973007889917,0.0,23.0,18.705399521584706,4000.0,475.42188335182703,11.885547083795677,3524.578116648173,0.0,23.0,0.0,0.0,0.0,5.0,"{'RTX_4090_INT8': 12, 'H100_80GB_INT8': 11}","{'RTX_4090_INT8': np.float64(60.48027306902886), 'H100_80GB_INT8': np.float64(369.7439159274194)}","{'Llama-3.2-1B': 10, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
1.0,0.2,OPTIMAL,0.7037680149078369,219.99595778892603,73.70833989686015,1.4310277163034826,43.766666639075254,45.19769435537874,101.08992353668711,0.0,15.0,4.913889326457343,5000.0,118.9060342522389,2.3781206850447782,4881.093965747761,2.0,13.0,0.0,0.0,0.0,4.0,"{'H100_80GB_INT8': 13, 'H100_80GB_FP16': 2}","{'H100_80GB_INT8': np.float64(62.42429749423967), 'H100_80GB_FP16': np.float64(11.28404240262048)}","{'Llama-3.2-1B': 4, 'Llama-3.2-3B': 10, 'Llama-3.2-11B-Vision': 1}"
1.0,0.4,OPTIMAL,0.6002380847930908,287.24627243128566,131.97418320376585,1.4310277163034826,43.766666639075254,45.19769435537874,110.0743948721412,0.0,17.0,7.763187247280344,5000.0,177.17187755914458,3.5434375511828917,4822.828122440856,0.0,13.0,4.0,0.0,0.0,4.0,"{'H100_80GB_INT8': 13, 'RTX_4090_INT4': 4}","{'H100_80GB_INT8': np.float64(124.84859498847933), 'RTX_4090_INT4': np.float64(7.125588215286516)}","{'Llama-3.2-1B': 4, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
1.0,0.6,OPTIMAL,0.5515680313110352,350.832212632621,195.9129314925802,1.4310277163034826,43.766666639075254,45.19769435537874,109.7215867846621,0.0,17.0,11.524290087798835,5000.0,241.11062584795894,4.822212516959179,4758.8893741520415,0.0,17.0,0.0,0.0,0.0,4.0,"{'H100_80GB_INT8': 13, 'RTX_4090_INT8': 4}","{'H100_80GB_INT8': np.float64(187.27289248271896), 'RTX_4090_INT8': np.float64(8.640039009861265)}","{'Llama-3.2-1B': 4, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
1.0,0.8,OPTIMAL,0.6775140762329102,416.13652313014734,261.217241990107,1.4310277163034826,43.766666639075254,45.19769435537874,109.72158678466158,0.0,17.0,15.36572011706512,5000.0,306.4149363454858,6.1282987269097156,4693.585063654515,0.0,17.0,0.0,0.0,0.0,4.0,"{'H100_80GB_INT8': 13, 'RTX_4090_INT8': 4}","{'H100_80GB_INT8': np.float64(249.69718997695867), 'RTX_4090_INT8': np.float64(11.520052013148355)}","{'Llama-3.2-1B': 4, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
1.0,1.0,OPTIMAL,0.5436949729919434,485.473694385616,307.30299214032027,1.4310277163034826,43.766666639075254,45.19769435537874,132.973007889917,0.0,23.0,13.360999658274794,5000.0,352.50068649569903,7.05001372991398,4647.4993135043005,0.0,23.0,0.0,0.0,0.0,5.0,"{'RTX_4090_INT8': 12, 'H100_80GB_INT8': 11}","{'RTX_4090_INT8': np.float64(43.20019504930633), 'H100_80GB_INT8': np.float64(264.10279709101394)}","{'Llama-3.2-1B': 10, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
1.0,1.2,OPTIMAL,0.5173001289367676,546.7451441252008,391.8258629851604,1.4310277163034826,43.766666639075254,45.19769435537874,109.72158678466165,0.0,17.0,23.04858017559767,5000.0,437.0235573405392,8.740471146810783,4562.976442659461,0.0,17.0,0.0,0.0,0.0,4.0,"{'H100_80GB_INT8': 13, 'RTX_4090_INT8': 4}","{'H100_80GB_INT8': np.float64(374.5457849654379), 'RTX_4090_INT8': np.float64(17.28007801972253)}","{'Llama-3.2-1B': 4, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
1.0,1.4,OPTIMAL,0.5518250465393066,608.3948912417441,430.2241889964483,1.4310277163034826,43.766666639075254,45.19769435537874,132.973007889917,0.0,23.0,18.705399521584706,5000.0,475.42188335182703,9.50843766703654,4524.578116648173,0.0,23.0,0.0,0.0,0.0,5.0,"{'RTX_4090_INT8': 12, 'H100_80GB_INT8': 11}","{'RTX_4090_INT8': np.float64(60.48027306902886), 'H100_80GB_INT8': np.float64(369.7439159274194)}","{'Llama-3.2-1B': 10, 'Llama-3.2-3B': 12, 'Llama-3.2-11B-Vision': 1}"
