psi_delay,psi_error,status,solve_time,gap,total_cost,C1_rental,C2_storage,C2_model,C2_data,C3_robust_delay,C4_unmet,C1_pct,C2_pct,C3_pct,C4_pct,num_allocations,num_gpu_configs,total_gpus,num_unmet_queries,total_unmet_fraction,avg_delay,avg_error,scaled_Delta_i_mean,scaled_epsilon_mean
0.03,0.6,OPTIMAL,0.6244640350341797,0.0,730.5112202014491,441.7649547632392,44.19241971347327,2.146541574455224,42.04587813901805,20.183582505946674,223.8938021865738,60.47339760796776,6.049519636575407,2.7629394248565764,30.648920371795498,6,3,17,1,0.3884619890349662,30.54557843622686,0.038036176168316886,57.5,0.05200000000000001
0.03,0.7,OPTIMAL,0.5004763603210449,0.0,625.047179987917,385.3447427501368,44.31650504230027,1.90803695507131,42.40846808722896,18.42806331481479,176.95786888066507,61.65050496789474,7.090105589014412,2.948267571604919,28.311121871485906,6,4,15,1,0.30702683615819226,27.158793105632324,0.04462272537453138,57.5,0.06066666666666667
0.03,0.8,OPTIMAL,0.39388322830200195,0.0,571.4439343688839,394.38019959532045,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,69.01467945947894,7.864520127796696,6.399799813304403,16.721000599419924,6,4,22,1,0.16578389830508478,40.54307907423624,0.04551748272651962,57.5,0.06933333333333334
0.03,0.9,OPTIMAL,0.42770814895629883,0.0,556.0018552134292,446.5557396060179,43.951130726216775,1.90803695507131,42.043093771145465,22.08552778297865,43.40945709821575,80.31551251472014,7.904853250776567,3.9722039730426455,7.807430261460624,6,5,24,2,0.1201371484107451,36.75764891277356,0.04327257239394419,57.5,0.078
0.03,1.0,OPTIMAL,0.35288381576538086,0.0029743043102657264,502.8162925075204,412.57116219365133,45.50359284697633,1.90803695507131,43.59555589190502,22.447747563596707,22.293789903295977,82.05206719459686,9.049745110694827,4.46440338113367,4.433784313574632,6,5,23,1,0.03868034704125156,30.95265429749812,0.04436319138979314,57.5,0.08666666666666667
0.03,1.1,OPTIMAL,0.3725759983062744,0.0,480.73435869895167,412.57116219365133,45.674703594146564,1.90803695507131,43.766666639075254,22.488492911153667,0.0,85.82102667057632,9.50102749421937,4.677945835204291,0.0,6,5,23,0,0.0,30.78955879509054,0.044300136086352276,57.5,0.09533333333333334
0.03,1.2,OPTIMAL,0.3036220073699951,0.006293933292793601,466.2633429061338,392.7625778200182,45.424232111755856,1.6695323356873963,43.75469977606846,22.052583596029397,6.023949378330319,84.23621195953366,9.742183854436199,4.729641292103234,1.2919628939268843,6,5,22,1,0.015957446808510634,28.098773481352822,0.056601814712820775,57.5,0.10400000000000002
0.03,1.3,OPTIMAL,0.4320409297943115,0.0,466.2633429061331,392.7625778200182,45.424232111755856,1.6695323356873963,43.75469977606846,22.0525835960294,6.0239493783296485,84.23621195953379,9.742183854436213,4.729641292103241,1.2919628939267425,6,5,22,1,0.015957446808508857,28.09877348135281,0.05660181471282076,57.5,0.11266666666666669
0.03,1.4,OPTIMAL,0.4873049259185791,0.007228350957551895,444.58555032630477,375.9595345541821,45.424232111755856,1.6695323356873963,43.75469977606846,17.177834282036468,6.023949378330319,84.5640471846747,10.217208381697656,3.863786006861615,1.3549584267660129,6,5,22,1,0.015957446808510634,26.070192232535778,0.06085702298580115,57.5,0.12133333333333333
0.05,0.4,OPTIMAL,0.5529599189758301,0.003702925009440373,1120.100284631571,490.41758035568915,40.126771820154836,3.3390646713747927,36.787707148780044,49.379831420841256,540.1761010348855,43.78336360453651,3.5824267139931614,4.408518781609231,48.22569089986107,6,4,26,5,1.173040249251072,77.85464669597059,0.02853388069556091,95.83333333333333,0.03466666666666667
0.05,0.5,OPTIMAL,0.5479369163513184,0.009414423143399223,808.8470044770518,411.18324286115654,41.730048471032134,2.146541574455224,39.58350689657691,34.192524135826886,321.74118900903596,50.83572549384677,5.159201708116863,4.227316655259615,39.777756142776724,6,4,22,3,0.6516229404136302,44.32695062893395,0.03663957234346223,95.83333333333333,0.043333333333333335
0.05,0.6,OPTIMAL,0.784923791885376,0.0,730.511220201449,441.7649547632392,44.19241971347327,2.146541574455224,42.04587813901805,20.183582505946674,223.8938021865737,60.47339760796777,6.049519636575408,2.762939424856577,30.64892037179549,6,3,17,1,0.3884619890349661,30.54557843622686,0.038036176168316886,95.83333333333333,0.05200000000000001
0.05,0.7,OPTIMAL,0.37436723709106445,0.0,581.4926528382845,354.76303084805414,44.54778741023726,1.90803695507131,42.63975045516595,35.357435422270505,146.82439915772244,61.00903065867544,7.660937278020293,6.080461249112902,25.24957081419134,6,4,20,1,0.2547444260567072,39.94514593055782,0.04449030761132916,95.83333333333333,0.06066666666666667
0.05,0.8,OPTIMAL,0.35758280754089355,9.584847939953154e-05,555.9675818926596,346.3615092151361,44.67848762311431,1.90803695507131,42.770450668043,35.13194145052666,129.79564360388247,62.29886786492669,8.03616776917406,6.3190629444487225,23.345901421450513,6,4,20,1,0.2251990604028491,39.84530839964424,0.0456764018720111,95.83333333333333,0.06933333333333334
0.05,0.9,OPTIMAL,0.4350860118865967,0.0,531.992510023337,422.5463944159257,43.951130726216775,1.90803695507131,42.043093771145465,22.085527782978655,43.409457098215746,79.42713223488612,8.261607052379134,4.151473444994521,8.159787267740198,6,5,23,2,0.12013714841074508,36.75764891277356,0.04327257239394419,95.83333333333333,0.078
0.05,1.0,OPTIMAL,0.3397510051727295,0.0,494.99810757567246,405.7433511500896,45.50359284697634,1.90803695507131,43.59555589190503,21.457373675310446,22.29378990329593,81.96866714042173,9.192680163937801,4.3348395371451325,4.503813158495315,6,5,23,1,0.038680347041251485,32.304482709540714,0.04386935405367639,95.83333333333333,0.08666666666666667
0.05,1.1,OPTIMAL,0.3222322463989258,0.0,472.91617376710366,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,85.7960403252999,9.658097169804119,4.545862504895966,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,95.83333333333333,0.09533333333333334
0.05,1.2,OPTIMAL,0.3675389289855957,0.0,449.30339537855764,375.5386313081216,45.43619897476265,1.6695323356873963,43.766666639075254,28.32856509567337,0.0,83.58241561733891,10.112587494799739,6.304996887861335,0.0,6,5,25,0,0.0,37.31329896417889,0.05845539711213175,95.83333333333333,0.10400000000000002
0.05,1.3,OPTIMAL,0.40366506576538086,0.009030627460994135,450.0652284131094,375.8631847422657,45.43619897476265,1.6695323356873963,43.766666639075254,28.76584469608104,0.0,83.51304677935826,10.095469746677988,6.3914834739637385,0.0,6,5,21,0,0.0,37.58400402010083,0.05808740683498705,95.83333333333333,0.11266666666666669
0.05,1.4,OPTIMAL,0.3386499881744385,0.0057332661906587005,427.62560279872866,358.7355880422855,45.43619897476265,1.6695323356873963,43.766666639075254,23.453815781680454,0.0,83.8901098751873,10.625228863143676,5.484661261669008,0.0,6,5,25,0,0.0,35.290112878257645,0.06269928834183293,95.83333333333333,0.12133333333333333
0.07,0.4,OPTIMAL,0.46645092964172363,0.0,1111.644762049133,493.2161989328848,40.32568279759027,3.3390646713747927,36.986618126215475,62.06715370759507,516.035726611063,44.368148510295896,3.6275691816562468,5.583362223844293,46.420920084203566,6,4,26,5,1.1382326600053698,91.3612144606177,0.028594332162660798,134.16666666666666,0.03466666666666667
0.07,0.5,OPTIMAL,0.6371829509735107,0.0,784.8376592869596,387.17389767106437,41.730048471032134,2.146541574455224,39.58350689657691,34.19252413582688,321.7411890090362,49.33171759658162,5.3170293215726545,4.35663652619466,40.994616555651056,6,4,21,3,0.6516229404136302,44.32695062893394,0.03663957234346223,134.16666666666666,0.043333333333333335
0.07,0.6,OPTIMAL,0.6509392261505127,0.0,730.511220201449,441.7649547632392,44.19241971347327,2.146541574455224,42.04587813901805,20.18358250594667,223.8938021865737,60.47339760796777,6.049519636575408,2.7629394248565764,30.64892037179549,6,3,17,1,0.3884619890349661,30.54557843622686,0.038036176168316886,134.16666666666666,0.05200000000000001
0.07,0.7,OPTIMAL,0.38147497177124023,0.0,581.4926528382845,354.76303084805414,44.54778741023726,1.90803695507131,42.63975045516595,35.357435422270505,146.82439915772244,61.00903065867544,7.660937278020293,6.080461249112902,25.24957081419134,6,4,20,1,0.2547444260567072,39.94514593055782,0.04449030761132916,134.16666666666666,0.06066666666666667
0.07,0.8,OPTIMAL,0.3163478374481201,0.0,523.4252439886995,346.3615092151361,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,66.17210636914062,8.586006073196666,6.986913272694338,18.254974284968338,6,4,20,1,0.16578389830508478,40.54307907423624,0.04551748272651962,134.16666666666666,0.06933333333333334
0.07,0.9,OPTIMAL,0.3646118640899658,0.00823821940688095,523.4252439886995,346.3615092151361,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,66.17210636914062,8.586006073196666,6.986913272694338,18.254974284968338,6,4,20,1,0.16578389830508478,40.54307907423624,0.04551748272651962,134.16666666666666,0.078
0.07,1.0,OPTIMAL,0.30115389823913574,0.0,494.99810757567246,405.7433511500896,45.50359284697634,1.90803695507131,43.59555589190503,21.45737367531045,22.29378990329593,81.96866714042173,9.192680163937801,4.334839537145133,4.503813158495315,6,5,23,1,0.038680347041251485,32.304482709540714,0.04386935405367639,134.16666666666666,0.08666666666666667
0.07,1.1,OPTIMAL,0.3446810245513916,0.0,472.91617376710366,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,85.7960403252999,9.658097169804119,4.545862504895966,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,134.16666666666666,0.09533333333333334
0.07,1.2,OPTIMAL,0.3248920440673828,0.0,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,134.16666666666666,0.10400000000000002
0.07,1.3,OPTIMAL,0.4542229175567627,0.0026245683430397007,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,134.16666666666666,0.11266666666666669
0.07,1.4,OPTIMAL,0.3885340690612793,0.003976424025580977,426.7693584631136,352.72923943704245,45.43619897476265,1.6695323356873963,43.766666639075254,28.60392005130846,0.0,82.65102272274063,10.646546682355073,6.702430594904284,0.0,6,5,21,0,0.0,41.52097181505702,0.06133586597391294,134.16666666666666,0.12133333333333333
0.1,0.4,OPTIMAL,0.529202938079834,0.005840982887433252,1096.090939441479,466.408235165597,40.126771820154836,3.3390646713747927,36.787707148780044,49.37983142084124,540.1761010348857,42.55196520493625,3.6608980492623835,4.505085266556724,49.28205147924463,6,4,25,5,1.173040249251073,77.85464669597056,0.02853388069556091,191.66666666666666,0.03466666666666667
0.1,0.5,OPTIMAL,0.5055959224700928,0.0012342480823894705,784.8376592869596,387.17389767106437,41.730048471032134,2.146541574455224,39.58350689657691,34.19252413582689,321.741189009036,49.33171759658162,5.3170293215726545,4.356636526194662,40.994616555651035,6,4,21,3,0.6516229404136301,44.32695062893396,0.03663957234346223,191.66666666666666,0.043333333333333335
0.1,0.6,OPTIMAL,0.5450150966644287,0.0,705.8025056954033,413.9818614383522,43.744978586540924,2.146541574455224,41.5984370120857,49.90769833520776,198.16796733530225,58.65406513830238,6.197906387912363,7.071057120438443,28.076971353346792,6,4,22,3,0.3993718176575506,55.46178473733613,0.037185508089950345,191.66666666666666,0.05200000000000001
0.1,0.7,OPTIMAL,0.3377809524536133,0.0,557.4833076481923,330.75368565796197,44.54778741023726,1.90803695507131,42.63975045516595,35.3574354222705,146.82439915772244,59.32979178395217,7.99087377130039,6.342330781423739,26.33700366332368,6,4,19,1,0.2547444260567072,39.94514593055782,0.04449030761132916,191.66666666666666,0.06066666666666667
0.1,0.8,OPTIMAL,0.3068821430206299,0.0,523.4252439886989,346.3615092151361,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487916,95.55114369116934,66.1721063691407,8.586006073196678,6.986913272694345,18.25497428496826,6,4,20,1,0.16578389830508383,40.54307907423625,0.04551748272651963,191.66666666666666,0.06933333333333334
0.1,0.9,OPTIMAL,0.3345620632171631,0.005470133944503632,523.8756116330275,340.5275161799235,44.94132323751421,1.90803695507131,43.0332862824429,42.85562852441975,95.55114369116988,65.00159744379579,8.57862481847989,8.18049696774965,18.239280769974656,6,4,20,1,0.16578389830508478,45.69009163296765,0.04616245671131315,191.66666666666666,0.078
0.1,1.0,OPTIMAL,0.33186888694763184,0.0,494.9981075756725,405.7433511500896,45.50359284697633,1.90803695507131,43.59555589190502,21.457373675310457,22.293789903295977,81.96866714042172,9.192680163937798,4.334839537145134,4.5038131584953245,6,5,23,1,0.03868034704125156,32.304482709540714,0.04386935405367639,191.66666666666666,0.08666666666666667
0.1,1.1,OPTIMAL,0.329099178314209,0.005812459186262756,472.91617376710366,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,85.7960403252999,9.658097169804119,4.545862504895966,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,191.66666666666666,0.09533333333333334
0.1,1.2,OPTIMAL,0.33428001403808594,0.008658676568102415,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,191.66666666666666,0.10400000000000002
0.1,1.3,OPTIMAL,0.5091562271118164,0.009448521976337,448.44715104294255,369.53228270287855,45.43619897476265,1.6695323356873963,43.766666639075254,33.47866936530137,0.0,82.40263804630409,10.131896003596587,7.4654659500993255,0.0,6,5,21,0,0.0,43.54415790097827,0.05709197474421176,191.66666666666666,0.11266666666666669
0.1,1.4,OPTIMAL,0.3584129810333252,0.009191728787180076,426.76935846310494,352.72923943704245,45.43619897476265,1.6695323356873963,43.766666639075254,28.603920051299816,0.0,82.65102272274231,10.64654668235529,6.702430594902395,0.0,6,5,21,0,0.0,41.52097181505702,0.06133586597391294,191.66666666666666,0.12133333333333333
