p_c_scale,delta_scale,status,solve_time,gap,total_cost,C1_rental,C2_storage,C2_model,C2_data,C3_robust_delay,C4_unmet,C1_pct,C2_pct,C3_pct,C4_pct,num_allocations,num_gpu_configs,total_gpus,num_unmet_queries,total_unmet_fraction,avg_delay,avg_error,budget_threshold,budget_utilization,budget_slack,scaled_p_c_mean,scaled_delta
0.1,0.2,OPTIMAL,0.2007768154144287,0.00774633947683828,112.63806430281346,48.97836451434235,45.674703594146564,1.90803695507131,43.766666639075254,17.984996194324516,0.0,43.48296006105902,40.54997205150453,15.967067887436423,0.0,6.0,4.0,19.0,0.0,0.0,25.77001309021033,0.04509069978681198,600.0,0.18773010717135577,487.36193569718654,0.11564306767113237,600.0
0.1,0.4,OPTIMAL,0.2019658088684082,0.00774633947683828,112.63806430281346,48.97836451434235,45.674703594146564,1.90803695507131,43.766666639075254,17.984996194324516,0.0,43.48296006105902,40.54997205150453,15.967067887436423,0.0,6.0,4.0,19.0,0.0,0.0,25.77001309021033,0.04509069978681198,1200.0,0.09386505358567789,1087.3619356971865,0.11564306767113237,1200.0
0.1,0.6,OPTIMAL,0.20076394081115723,0.00774633947683828,112.63806430281346,48.97836451434235,45.674703594146564,1.90803695507131,43.766666639075254,17.984996194324516,0.0,43.48296006105902,40.54997205150453,15.967067887436423,0.0,6.0,4.0,19.0,0.0,0.0,25.77001309021033,0.04509069978681198,1800.0,0.06257670239045192,1687.3619356971865,0.11564306767113237,1800.0
0.1,0.8,OPTIMAL,0.21770524978637695,0.0,112.63806430281346,48.97836451434235,45.674703594146564,1.90803695507131,43.766666639075254,17.984996194324516,0.0,43.48296006105902,40.54997205150453,15.967067887436423,0.0,6.0,4.0,19.0,0.0,0.0,25.77001309021033,0.04509069978681198,2400.0,0.04693252679283894,2287.3619356971867,0.11564306767113237,2400.0
0.1,1.0,OPTIMAL,0.19831299781799316,0.00774633947683828,112.63806430281346,48.97836451434235,45.674703594146564,1.90803695507131,43.766666639075254,17.984996194324516,0.0,43.48296006105902,40.54997205150453,15.967067887436423,0.0,6.0,4.0,19.0,0.0,0.0,25.77001309021033,0.04509069978681198,3000.0,0.03754602143427115,2887.3619356971867,0.11564306767113237,3000.0
0.2,0.2,OPTIMAL,0.25852274894714355,0.0,170.40342665560073,81.14867023001794,45.50359284697633,1.90803695507131,43.59555589190502,21.457373675310457,22.293789903295977,47.621501411486314,26.703449420030047,12.592102222614082,13.082946945869553,6.0,5.0,23.0,1.0,0.03868034704125156,32.304482709540714,0.04386935405367639,600.0,0.28400571109266787,429.5965733443993,0.23128613534226475,600.0
0.2,0.4,OPTIMAL,0.24737977981567383,0.006837722263021655,161.6164288171557,97.9567290286847,45.674703594146564,1.90803695507131,43.766666639075254,17.984996194324516,0.0,60.610625878578084,28.26117612450187,11.128197996920097,0.0,6.0,4.0,19.0,0.0,0.0,25.77001309021033,0.04509069978681198,1200.0,0.13468035734762976,1038.3835711828442,0.23128613534226475,1200.0
0.2,0.6,OPTIMAL,0.24902606010437012,0.0,161.6164288171557,97.9567290286847,45.674703594146564,1.90803695507131,43.766666639075254,17.984996194324516,0.0,60.610625878578084,28.26117612450187,11.128197996920097,0.0,6.0,4.0,19.0,0.0,0.0,25.77001309021033,0.04509069978681198,1800.0,0.08978690489841984,1638.3835711828442,0.23128613534226475,1800.0
0.2,0.8,OPTIMAL,0.269927978515625,0.0003864619971857185,161.6164288171557,97.9567290286847,45.674703594146564,1.90803695507131,43.766666639075254,17.984996194324516,0.0,60.610625878578084,28.26117612450187,11.128197996920097,0.0,6.0,4.0,19.0,0.0,0.0,25.77001309021033,0.04509069978681198,2400.0,0.06734017867381488,2238.383571182844,0.23128613534226475,2400.0
0.2,1.0,OPTIMAL,0.25136399269104004,0.0003864619971857185,161.6164288171557,97.9567290286847,45.674703594146564,1.90803695507131,43.766666639075254,17.984996194324516,0.0,60.610625878578084,28.26117612450187,11.128197996920097,0.0,6.0,4.0,19.0,0.0,0.0,25.77001309021033,0.04509069978681198,3000.0,0.053872142939051904,2838.383571182844,0.23128613534226475,3000.0
