gpu_cost_scale,psi_error,status,solve_time,gap,total_cost,C1_rental,C2_storage,C2_model,C2_data,C3_robust_delay,C4_unmet,C1_pct,C2_pct,C3_pct,C4_pct,num_allocations,num_gpu_configs,total_gpus,num_unmet_queries,total_unmet_fraction,avg_delay,avg_error,scaled_epsilon_mean,scaled_gpu_cost_mean,num_tp_configs,avg_tp_degree,tp_1_count,tp_2_count,tp_4_count,tp_8_count
0.7,1.1,OPTIMAL,0.3120419979095459,0.0,351.1931684220767,284.0203458050627,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,80.87297001851604,13.00557861058762,6.121451370896315,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,0.09533333333333334,0.8095014736979266,5,6.478260869565218,1,1,1,2
0.7,1.2,OPTIMAL,0.313493013381958,0.00872222390767659,336.64180598612114,262.877041915685,45.43619897476265,1.6695323356873963,43.766666639075254,28.328565095673387,0.0,78.0880559815327,13.496897345137182,8.415046673330078,0.0,6,5,25,0,0.0,37.31329896417889,0.05845539711213175,0.10400000000000002,0.8095014736979266,5,6.44,1,0,2,2
0.7,1.3,OPTIMAL,0.33847808837890625,0.005647686248489233,336.64180598612114,262.877041915685,45.43619897476265,1.6695323356873963,43.766666639075254,28.32856509567339,0.0,78.0880559815327,13.496897345137182,8.41504667333008,0.0,6,5,25,0,0.0,37.31329896417889,0.05845539711213175,0.11266666666666669,0.8095014736979266,5,6.44,1,0,2,2
0.7,1.4,OPTIMAL,0.4172048568725586,0.0,320.00492638604294,251.11491162959976,45.43619897476265,1.6695323356873963,43.766666639075254,23.453815781680454,0.0,78.47220180812572,14.198593592884249,7.329204598990009,0.0,6,5,25,0,0.0,35.290112878257645,0.06269928834183293,0.12133333333333333,0.8095014736979266,5,6.44,1,0,2,2
0.8,0.4,OPTIMAL,0.5963449478149414,0.0,977.5351265746879,402.2503522195719,43.28819948842332,2.7428031229150083,40.54539636550831,68.36403517760131,463.6325396890913,41.14945246306075,4.428301174210123,6.993511876872488,47.42873448585663,6,4,25,4,0.9784902781555793,101.25954793055674,0.030344842639318154,0.03466666666666667,0.925144541369059,4,7.72,1,0,0,3
0.8,0.5,OPTIMAL,0.476804256439209,0.0,707.4028797527467,309.7391181368515,41.730048471032134,2.146541574455224,39.58350689657691,34.192524135826886,321.74118900903596,43.78539118261892,5.89904984350894,4.8335291125444595,45.482029861327646,6,4,21,3,0.6516229404136301,44.32695062893395,0.03663957234346223,0.043333333333333335,0.925144541369059,4,6.904761904761905,1,0,1,2
0.8,0.6,OPTIMAL,0.6433379650115967,0.0,597.9916169859349,335.27775977222,44.65018942652894,2.146541574455224,42.50364785207372,53.5066428954912,164.55702489169468,56.067300986947764,7.466691531827801,8.947724579348025,27.51828290187639,6,5,25,1,0.28551102609725343,59.007491971131834,0.03788653147812435,0.05200000000000001,0.925144541369059,5,6.44,1,0,2,2
0.8,0.7,OPTIMAL,0.25908803939819336,0.0,492.2838584536174,266.8418433881261,44.67968414376094,1.90803695507131,42.77164718868963,51.12258038916088,129.6397505325694,54.20487363252998,9.076000233708784,10.384776894726807,26.334349239034406,6,4,19,1,0.22492858157776494,53.41233811746693,0.04441586535298112,0.06066666666666667,0.925144541369059,4,7.0,1,1,0,2
0.8,0.8,OPTIMAL,0.31885218620300293,0.0,434.94546599359853,257.88173122003514,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,59.29058959861202,10.332634031452498,8.408242114062507,21.96853425587294,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.06933333333333334,0.925144541369059,4,7.0,1,1,0,2
0.8,0.9,OPTIMAL,0.34673404693603516,0.005315151952785943,434.94546599359853,257.88173122003514,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,59.29058959861202,10.332634031452498,8.408242114062507,21.96853425587294,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.078,0.925144541369059,4,7.0,1,1,0,2
0.8,1.0,OPTIMAL,0.31517601013183594,0.0,413.84943734565456,324.59468092007177,45.50359284697633,1.90803695507131,43.59555589190502,21.457373675310457,22.293789903295977,78.4330366623078,10.995204714745306,5.184826108000449,5.3869325149464435,6,5,23,1,0.03868034704125156,32.304482709540714,0.04386935405367639,0.08666666666666667,0.925144541369059,5,6.478260869565218,1,1,1,2
0.8,1.1,OPTIMAL,0.2860219478607178,0.002111410831501123,391.76750353708576,324.59468092007177,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,82.85390645968796,11.658624868517936,5.487468671794099,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,0.09533333333333334,0.925144541369059,5,6.478260869565218,1,1,1,2
0.8,1.2,OPTIMAL,0.3250608444213867,0.008371385248856767,374.19566911693335,300.43090504649723,45.43619897476265,1.6695323356873963,43.766666639075254,28.328565095673383,0.0,80.28711442745609,12.142363668181359,7.570521904362533,0.0,6,5,25,0,0.0,37.31329896417889,0.05845539711213175,0.10400000000000002,0.925144541369059,5,6.44,1,0,2,2
0.8,1.3,OPTIMAL,0.37746119499206543,0.009626004126563389,373.94394238701284,297.95942337638786,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,79.68023802562769,12.150537506966353,8.16922446740595,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,0.11266666666666669,0.925144541369059,5,5.380952380952381,1,0,3,1
0.8,1.4,OPTIMAL,0.37437009811401367,0.006676690309378903,355.6267584603511,284.516988763719,45.43619897476265,1.6695323356873963,43.766666639075254,25.673570721869336,0.0,80.00438155877403,12.776372388701548,7.219246052524388,0.0,6,5,21,0,0.0,40.092557323962005,0.06096787569676824,0.12133333333333333,0.925144541369059,5,5.380952380952381,1,0,3,1
0.9,0.4,OPTIMAL,0.6124930381774902,0.007770959822838054,1027.8164206021443,452.53164624701833,43.28819948842332,2.7428031229150083,40.54539636550831,68.36403517760132,463.63253968910107,44.0284507209861,4.2116664630696405,6.65138577349741,45.10849704244683,6,4,25,4,0.9784902781556052,101.25954793055675,0.030344842639318154,0.03466666666666667,1.040787609040191,4,7.72,1,0,0,3
0.9,0.5,OPTIMAL,0.514286994934082,0.004429369782555409,746.120269519853,348.4565079039579,41.730048471032134,2.146541574455224,39.58350689657691,34.19252413582689,321.7411890090359,46.70245832192689,5.592938588558446,4.58270945484843,43.12189363466622,6,4,21,3,0.6516229404136299,44.32695062893396,0.03663957234346223,0.043333333333333335,1.040787609040191,4,6.904761904761905,1,0,1,2
0.9,0.6,OPTIMAL,0.4036250114440918,0.0,639.9013369574627,377.1874797437475,44.65018942652894,2.146541574455224,42.50364785207371,53.50664289549119,164.55702489169494,58.94463067340347,6.977667782165777,8.361702000795793,25.715999543634933,6,5,25,1,0.2855110260972539,59.00749197113182,0.03788653147812435,0.05200000000000001,1.040787609040191,5,6.44,1,0,2,2
0.9,0.7,OPTIMAL,0.3026871681213379,0.0,524.4079390823961,297.67831709216574,44.54778741023726,1.90803695507131,42.63975045516595,35.3574354222705,146.8243991577225,56.76464731122118,8.494872806118563,6.74235319246665,27.998126690193594,6,4,19,1,0.25474442605670733,39.94514593055782,0.04449030761132916,0.06066666666666667,1.040787609040191,4,7.0,1,1,0,2
0.9,0.8,OPTIMAL,0.27909111976623535,0.0,467.1806823961029,290.1169476225395,44.941323237514204,1.90803695507131,43.033286282442894,36.57126784487917,95.55114369116994,62.099517072189535,9.61968782763375,7.828077919941033,20.452717180235663,6,4,19,1,0.1657838983050849,40.54307907423624,0.04551748272651962,0.06933333333333334,1.040787609040191,4,7.0,1,1,0,2
0.9,0.9,OPTIMAL,0.3327312469482422,0.0,467.18068239610284,290.1169476225395,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,62.09951707218955,9.619687827633754,7.828077919941033,20.452717180235652,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.078,1.040787609040191,4,7.0,1,1,0,2
0.9,1.0,OPTIMAL,0.36704015731811523,0.0,454.4237724606635,365.16901603508063,45.50359284697633,1.90803695507131,43.59555589190502,21.457373675310457,22.293789903295977,80.35869559766284,10.01347103840508,4.721886260289756,4.905947103642296,6,5,23,1,0.03868034704125156,32.304482709540714,0.04386935405367639,0.08666666666666667,1.040787609040191,5,6.478260869565218,1,1,1,2
0.9,1.1,OPTIMAL,0.30475521087646484,0.00396907318761672,432.3418386520947,365.16901603508063,45.674703594146564,1.90803695507131,43.766666639075254,21.498119022867417,0.0,84.46302980381503,10.564488446583349,4.972481749601603,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,0.09533333333333334,1.040787609040191,5,6.478260869565218,1,1,1,2
0.9,1.2,OPTIMAL,0.3397560119628906,0.009836033668044475,411.1888703090613,335.2043512984363,45.43619897476265,1.6695323356873963,43.766666639075254,30.548320035862268,0.0,81.52077439413355,11.049958365996506,7.429267239869911,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,0.10400000000000002,1.040787609040191,5,5.380952380952381,1,0,3,1
0.9,1.3,OPTIMAL,0.4565131664276123,0.009519744604680816,411.1888703090613,335.2043512984363,45.43619897476265,1.6695323356873963,43.766666639075254,30.548320035862254,0.0,81.52077439413355,11.049958365996506,7.429267239869908,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,0.11266666666666669,1.040787609040191,5,5.380952380952381,1,0,3,1
0.9,1.4,OPTIMAL,0.3553290367126465,0.0053578056780900505,391.1913820558159,320.0816123591838,45.43619897476265,1.6695323356873963,43.766666639075254,25.673570721869357,0.0,81.82225556122144,11.614826158997472,6.562918279781073,0.0,6,5,21,0,0.0,40.092557323962005,0.06096787569676824,0.12133333333333333,1.040787609040191,5,5.380952380952381,1,0,3,1
1.0,0.4,OPTIMAL,0.7016730308532715,0.001989420545206366,1087.6353967186033,469.20685374279265,40.32568462837081,3.3390646713747927,36.986619956996016,62.06715664642864,516.035701701011,43.14008675686632,3.7076473191322594,5.706614260043881,47.44565166395753,6,4,25,5,1.1382325639321758,91.36121877629955,0.02859433233121886,0.03466666666666667,1.1564306767113237,4,7.72,1,0,0,3
1.0,0.5,OPTIMAL,0.5629198551177979,0.0,784.8376592869595,387.17389767106437,41.730048471032134,2.146541574455224,39.58350689657691,34.19252413582689,321.74118900903596,49.33171759658163,5.317029321572656,4.356636526194663,40.994616555651035,6,4,21,3,0.65162294041363,44.32695062893395,0.036639572343462226,0.043333333333333335,1.1564306767113237,4,6.904761904761905,1,0,1,2
1.0,0.6,OPTIMAL,0.5501549243927002,0.0,681.7931605053113,389.97251624826004,43.74497858654094,2.146541574455224,41.59843701208571,49.90769833520775,198.16796733530236,57.19806810018917,6.416165652662066,7.320064387008316,29.065701860140408,6,4,21,3,0.3993718176575504,55.461784737336124,0.03718550808995034,0.05200000000000001,1.1564306767113237,4,6.904761904761905,1,0,1,2
1.0,0.7,OPTIMAL,0.4235057830810547,0.009859534382051283,557.4833076481923,330.75368565796197,44.54778741023726,1.90803695507131,42.63975045516595,35.35743542227051,146.82439915772244,59.32979178395217,7.99087377130039,6.342330781423741,26.33700366332368,6,4,19,1,0.2547444260567072,39.94514593055782,0.04449030761132916,0.06066666666666667,1.1564306767113237,4,7.0,1,1,0,2
1.0,0.8,OPTIMAL,0.3374488353729248,0.007448049067118544,499.4158987986073,322.3521640250439,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,64.54583540501872,8.998777040463642,7.322808090982857,19.13257946353476,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.06933333333333334,1.1564306767113237,4,7.0,1,1,0,2
1.0,0.9,OPTIMAL,0.3592722415924072,0.007176453892132375,499.4158987986073,322.3521640250439,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,64.54583540501872,8.998777040463642,7.322808090982857,19.13257946353476,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.078,1.1564306767113237,4,7.0,1,1,0,2
1.0,1.0,OPTIMAL,0.3569009304046631,0.008458219978272783,494.9981075756725,405.7433511500896,45.50359284697633,1.90803695507131,43.59555589190502,21.457373675310457,22.293789903295977,81.96866714042172,9.192680163937798,4.334839537145134,4.5038131584953245,6,5,23,1,0.03868034704125156,32.304482709540714,0.04386935405367639,0.08666666666666667,1.1564306767113237,5,6.478260869565218,1,1,1,2
1.0,1.1,OPTIMAL,0.3353750705718994,0.008219289635837427,472.91617376710366,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,85.7960403252999,9.658097169804119,4.545862504895966,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,0.09533333333333334,1.1564306767113237,5,6.478260869565218,1,1,1,2
1.0,1.2,OPTIMAL,0.37377429008483887,0.0,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,0.10400000000000002,1.1564306767113237,5,5.380952380952381,1,0,3,1
1.0,1.3,OPTIMAL,0.3619990348815918,0.009692845166387697,449.3033953785577,375.5386313081216,45.43619897476265,1.6695323356873963,43.766666639075254,28.328565095673387,0.0,83.5824156173389,10.112587494799739,6.304996887861339,0.0,6,5,25,0,0.0,37.31329896417889,0.05845539711213175,0.11266666666666669,1.1564306767113237,5,6.44,1,0,2,2
1.0,1.4,OPTIMAL,0.3378782272338867,0.0,426.75600565128076,355.6462359546487,45.43619897476265,1.6695323356873963,43.766666639075254,25.673570721869336,0.0,83.33713673505075,10.646879803231256,6.015983461717989,0.0,6,5,21,0,0.0,40.092557323962005,0.06096787569676824,0.12133333333333333,1.1564306767113237,5,5.380952380952381,1,0,3,1
1.1,0.4,OPTIMAL,0.6702561378479004,0.0028807621310609796,1150.2849855709105,480.6548980908817,39.87550745309765,3.3390646713747927,36.536442781722855,43.47090287057486,586.2836771563561,41.78572302691777,3.466576366143439,3.779141987930873,50.96855861900791,6,4,25,5,1.3063307603144698,75.24346047742064,0.02956133085118255,0.03466666666666667,1.2720737443824561,4,7.72,1,0,0,3
1.1,0.5,OPTIMAL,0.666550874710083,0.009920371712514206,823.5550490540642,425.8912874381709,41.73004847103216,2.146541574455224,39.583506896576935,34.19252413582694,321.74118900903414,51.71376071670617,5.0670624287912895,4.1518201090625935,39.06735674543994,6,4,21,3,0.651622940413625,44.32695062893397,0.036639572343462226,0.043333333333333335,1.2720737443824561,4,6.904761904761905,1,0,1,2
1.1,0.6,OPTIMAL,0.5680768489837646,0.009075605556420997,720.7904121301376,428.9697678730861,43.74497858654091,2.146541574455224,41.59843701208568,49.907698335207726,198.16796733530276,59.51380049650775,6.069028923021082,6.9240236128719435,27.49314696759921,6,4,21,3,0.3993718176575517,55.461784737336124,0.03718550808995034,0.05200000000000001,1.2720737443824561,4,6.904761904761905,1,0,1,2
1.1,0.7,OPTIMAL,0.32999396324157715,0.009397623040951287,590.5586762139885,363.8290542237582,44.54778741023726,1.90803695507131,42.63975045516595,35.357435422270505,146.82439915772244,61.60760460861048,7.543329596955307,5.987116411351946,24.86194938308225,6,4,19,1,0.2547444260567072,39.94514593055782,0.04449030761132916,0.06066666666666667,1.2720737443824561,4,7.0,1,1,0,2
1.1,0.8,OPTIMAL,0.3570139408111572,0.00650188058376599,531.6511152011117,354.58738042754834,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,66.69550204807074,8.453160719979664,6.878809580046698,17.97252765190289,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.06933333333333334,1.2720737443824561,4,7.0,1,1,0,2
1.1,0.9,OPTIMAL,0.35416102409362793,0.0,531.5180835419183,348.1699880888145,44.94132323751421,1.90803695507131,43.0332862824429,42.85562852441975,95.55114369116976,65.50482455247565,8.455276429737863,8.062873089630248,17.977025928156234,6,4,19,1,0.16578389830508455,45.69009163296765,0.04616245671131315,0.078,1.2720737443824561,4,7.0,1,1,0,2
1.1,1.0,OPTIMAL,0.33628320693969727,0.0,531.1197731800369,334.54016385468753,44.94132323751421,1.90803695507131,43.0332862824429,56.08714239666506,95.55114369116988,62.98770649257798,8.46161741793789,10.560168389297166,17.990507700186928,6,4,25,1,0.16578389830508478,55.46287193566761,0.047825169118408735,0.08666666666666667,1.2720737443824561,4,7.72,1,0,0,3
