p_c_scale,delta_scale,status,solve_time,total_cost,gap,C1_rental,C2_storage,C2_model,C2_data,C3_robust_delay,C4_unmet,C1_pct,C2_pct,C3_pct,C4_pct,num_allocations,num_gpu_configs,total_gpus,num_unmet_queries,total_unmet_fraction,avg_delay,avg_error,budget_threshold,budget_utilization,budget_slack,scaled_p_c_mean,scaled_delta
0.5,0.1,INFEASIBLE,0.08726286888122559,,,,,,,,,,,,,,,,,,,,,,,,
0.5,0.2,INFEASIBLE,0.08051705360412598,,,,,,,,,,,,,,,,,,,,,,,,
0.5,0.3,OPTIMAL,0.2924327850341797,497.07577074303356,0.0,142.7459943547723,43.52403387136597,1.90803695507131,41.61599691629466,58.3789953832763,252.42674713361902,28.717149930964098,8.756015970423551,11.74448621706321,50.78234788154915,6.0,5.0,25.0,2.0,0.4448410152763636,62.32687472966989,0.046654963145913324,900.0,0.5523064119367039,402.92422925696644,0.5782153383556619,900.0
0.5,0.4,OPTIMAL,0.4334709644317627,310.7360489566051,0.0,191.96617385965698,45.50359284697633,1.90803695507131,43.59555589190502,50.97249234667586,22.293789903295977,61.77788978917778,14.643808788767537,16.403791101107252,7.1745103209474586,6.0,5.0,25.0,1.0,0.03868034704125156,48.797044992342556,0.04386935405367639,1200.0,0.2589467074638376,889.2639510433949,0.5782153383556619,1200.0
0.5,0.5,OPTIMAL,0.2610020637512207,292.1264320006275,0.0,202.8716755750448,45.50359284697633,1.90803695507131,43.59555589190502,21.457373675310457,22.293789903295977,69.44653182722233,15.576677719761623,7.3452352559676495,7.631555197048409,6.0,5.0,23.0,1.0,0.03868034704125156,32.304482709540714,0.04386935405367639,1500.0,0.194750954667085,1207.8735679993724,0.5782153383556619,1500.0
0.6,0.1,INFEASIBLE,0.08590507507324219,,,,,,,,,,,,,,,,,,,,,,,,
0.6,0.2,INFEASIBLE,0.08423018455505371,,,,,,,,,,,,,,,,,,,,,,,,
0.6,0.3,OPTIMAL,0.23193907737731934,960.1294834616311,0.0,142.4988561018928,40.08950997423109,1.6695323356873963,38.4199776385437,26.52914532617578,751.0119720593314,14.841629025715402,4.175427446482863,2.7630799577707106,78.21986357003101,6.0,4.0,14.0,2.0,1.1831884790703646,39.777996424498006,0.05041161002577441,900.0,1.0668105371795902,-60.12948346163114,0.6938584060267943,900.0
0.6,0.4,OPTIMAL,0.2878379821777344,373.25899804700265,0.0,189.91090259389875,44.941323237514204,1.90803695507131,43.033286282442894,42.855628524419735,95.55114369117,50.87912242908186,12.040251801740883,11.481472315108968,25.599153454068297,6.0,4.0,19.0,1.0,0.16578389830508497,45.69009163296765,0.04616245671131314,1200.0,0.31104916503916885,826.7410019529973,0.6938584060267943,1200.0
0.6,0.5,OPTIMAL,0.38425397872924805,334.5129301954061,0.0,241.8905448399764,45.50359284697633,1.90803695507131,43.59555589190502,24.825002605157223,22.293789903295977,72.31126901392892,13.602939898435423,7.4212385723492575,6.66455251528634,6.0,5.0,19.0,1.0,0.03868034704125156,34.0146270862211,0.04386935405367639,1500.0,0.22300862013027073,1165.4870698045938,0.6938584060267943,1500.0
0.7,0.1,INFEASIBLE,0.0816049575805664,,,,,,,,,,,,,,,,,,,,,,,,
0.7,0.2,INFEASIBLE,0.0844728946685791,,,,,,,,,,,,,,,,,,,,,,,,
0.7,0.3,INFEASIBLE,0.08353590965270996,,,,,,,,,,,,,,,,,,,,,,,,
0.7,0.4,OPTIMAL,0.4261631965637207,617.1490207920076,0.0,191.5790567435999,43.36762584453007,1.90803695507131,41.45958888945876,54.32555157199915,327.8767866318786,31.042592678465276,7.027091412844659,8.802663496456882,53.127652412233196,6.0,4.0,25.0,2.0,0.6776501635444547,62.281928083523944,0.04807451777844221,1200.0,0.5142908506600063,582.8509792079924,0.8095014736979266,1200.0
0.7,0.5,OPTIMAL,0.44458580017089844,402.710249591094,0.0,225.6465148175307,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487918,95.55114369116983,56.03197709684539,11.159716764881688,9.081285584862343,23.727020553410558,6.0,4.0,19.0,1.0,0.16578389830508466,40.543079074236246,0.04551748272651962,1500.0,0.268473499727396,1097.289750408906,0.8095014736979266,1500.0
0.8,0.1,INFEASIBLE,0.11526083946228027,,,,,,,,,,,,,,,,,,,,,,,,
0.8,0.2,INFEASIBLE,0.08395004272460938,,,,,,,,,,,,,,,,,,,,,,,,
0.8,0.3,INFEASIBLE,0.08055782318115234,,,,,,,,,,,,,,,,,,,,,,,,
0.8,0.4,OPTIMAL,0.2315051555633545,936.1823990880828,0.0,192.8784878058109,40.67527703224417,1.6695323356873963,39.00574469655677,27.93546705584799,674.6931671941799,20.60266119013668,4.344802580337461,2.9839769560995153,72.06855927342636,6.0,4.0,15.0,2.0,1.0507732248330766,40.343758725342404,0.05183857425105384,1200.0,0.780151999240069,263.8176009119172,0.925144541369059,1200.0
0.8,0.5,OPTIMAL,0.2602550983428955,445.7181074572664,0.00742736479054992,242.5068829421844,44.94132323751421,1.90803695507131,43.0332862824429,62.718757586397814,95.55114369116988,54.408129013568285,10.082902732827161,14.071395471051403,21.437572782553136,6.0,4.0,25.0,1.0,0.16578389830508478,55.64754501206984,0.04551748272651962,1500.0,0.29714540497151093,1054.2818925427337,0.925144541369059,1500.0
0.9,0.1,INFEASIBLE,0.07922196388244629,,,,,,,,,,,,,,,,,,,,,,,,
0.9,0.2,INFEASIBLE,0.08788919448852539,,,,,,,,,,,,,,,,,,,,,,,,
0.9,0.3,INFEASIBLE,0.08256101608276367,,,,,,,,,,,,,,,,,,,,,,,,
0.9,0.4,OPTIMAL,0.1107330322265625,1514.0563210284033,0.006980074841369025,194.47569603974662,32.430309903368254,1.4310277163034826,30.99928218706477,14.362166071288769,1272.072635155848,12.844680434850106,2.1419487143873472,0.9485886272403297,84.01752414941929,4.0,2.0,9.0,5.0,2.617330306876676,36.51211733619564,0.04754635493874723,1200.0,1.2617136008570027,-314.0563210284033,1.040787609040191,1200.0
0.9,0.5,OPTIMAL,0.32074809074401855,681.7207414550575,0.0,239.6469505686927,42.642589758126036,1.6695323356873963,40.97305742243864,35.45560066143483,363.9756004668039,35.15324325576376,6.255140435819826,5.200898037187305,53.3907182712291,6.0,4.0,19.0,1.0,0.6315078145830406,42.305072576606506,0.05279259970192981,1500.0,0.4544804943033716,818.2792585449425,1.040787609040191,1500.0
1.0,0.1,INFEASIBLE,0.08306670188903809,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.2,INFEASIBLE,0.08671689033508301,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.3,INFEASIBLE,0.08382081985473633,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.4,INFEASIBLE,0.10353779792785645,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.5,OPTIMAL,0.3425478935241699,984.4020210395356,0.0,241.0981097572636,40.67527703224417,1.6695323356873963,39.00574469655677,27.93546705584799,674.6931671941798,24.49183408854263,4.131978212447267,2.8378108190338676,68.53837687997623,6.0,4.0,15.0,2.0,1.0507732248330766,40.343758725342404,0.05183857425105384,1500.0,0.656268014026357,515.5979789604644,1.1564306767113237,1500.0
