psi_delay,psi_error,status,solve_time,total_cost,gap,C1_rental,C2_storage,C2_model,C2_data,C3_robust_delay,C4_unmet,C1_pct,C2_pct,C3_pct,C4_pct,num_allocations,num_gpu_configs,total_gpus,num_unmet_queries,total_unmet_fraction,avg_delay,avg_error,scaled_Delta_i_mean,scaled_epsilon_mean
0.01,1.4,OPTIMAL,0.1922290325164795,508.79540096473266,0.0,441.1597590808969,45.424232111755856,1.6695323356873963,43.75469977606846,16.18746039375022,6.0239493783296485,86.70671123292564,8.927799273662156,3.1815264766656686,1.1839630167465292,6.0,5.0,25.0,1.0,0.015957446808508857,27.416887415349866,0.06036506087306726,19.166666666666668,0.12133333333333333
0.03,0.4,OPTIMAL,0.13888788223266602,1336.6948843494706,0.0,488.00206327421176,41.701638641214885,2.7428031229150083,38.95883551829988,89.25142879801196,717.7397536360318,36.50811183523813,3.119757480145503,6.677023294021803,53.69510739059454,6.0,5.0,32.0,5.0,1.3039738318247571,115.61467137115412,0.03152199497788608,57.5,0.03466666666666667
0.03,0.5,OPTIMAL,0.12716317176818848,883.9819903717281,0.0,465.77429995333137,42.322749911842166,2.146541574455224,40.17620833738694,20.267476180464197,355.6174643260902,52.69047390405161,4.787738932785814,2.292747635270421,40.22903952789214,6.0,3.0,18.0,4.0,0.7442861079365256,37.265154611132246,0.037797601270972606,57.5,0.043333333333333335
0.03,0.6,OPTIMAL,0.3064749240875244,730.5112202014491,0.0,441.7649547632392,44.19241971347327,2.146541574455224,42.04587813901805,20.183582505946674,223.8938021865737,60.47339760796776,6.049519636575407,2.7629394248565764,30.648920371795484,6.0,3.0,17.0,1.0,0.3884619890349661,30.545578436226865,0.038036176168316886,57.5,0.05200000000000001
0.03,0.7,OPTIMAL,0.21219682693481445,625.047179987917,0.0,385.3447427501368,44.31650504230027,1.90803695507131,42.40846808722896,18.42806331481479,176.95786888066507,61.65050496789474,7.090105589014412,2.948267571604919,28.311121871485906,6.0,4.0,15.0,1.0,0.30702683615819226,27.158793105632324,0.04462272537453138,57.5,0.06066666666666667
0.03,0.8,OPTIMAL,0.23961496353149414,571.4439343688841,0.0,394.38019959532045,44.941323237514204,1.90803695507131,43.033286282442894,36.57126784487917,95.55114369117007,69.01467945947891,7.864520127796691,6.399799813304402,16.721000599419952,6.0,4.0,22.0,1.0,0.1657838983050851,40.54307907423624,0.04551748272651962,57.5,0.06933333333333334
0.03,0.9,OPTIMAL,0.21523594856262207,558.7720199879709,0.0,412.57116219365133,45.06941096753307,1.90803695507131,43.161374012461756,22.268681799463096,78.86276502732326,73.8353295146262,8.065795951719865,3.98528934930251,14.113585184351393,6.0,5.0,23.0,1.0,0.13682909604519755,30.988838198389235,0.04557335429089099,57.5,0.078
0.03,1.0,OPTIMAL,0.20398378372192383,502.8162925075204,0.0,412.57116219365133,45.50359284697633,1.90803695507131,43.59555589190502,22.447747563596707,22.29378990329598,82.05206719459686,9.049745110694827,4.46440338113367,4.433784313574632,6.0,5.0,23.0,1.0,0.03868034704125157,30.95265429749812,0.04436319138979314,57.5,0.08666666666666667
0.03,1.1,OPTIMAL,0.225264310836792,480.73435869895167,0.0,412.57116219365133,45.674703594146564,1.90803695507131,43.766666639075254,22.488492911153667,0.0,85.82102667057632,9.50102749421937,4.677945835204291,0.0,6.0,5.0,23.0,0.0,0.0,30.78955879509054,0.044300136086352276,57.5,0.09533333333333334
0.03,1.2,OPTIMAL,0.2785918712615967,466.2633429061293,0.0,392.7625778200182,45.42423211175587,1.6695323356873963,43.75469977606847,22.052583596029404,6.023949378325851,84.23621195953447,9.742183854436295,4.729641292103281,1.2919628939259387,6.0,5.0,22.0,1.0,0.015957446808498796,28.09877348135278,0.05660181471282074,57.5,0.10400000000000002
0.03,1.3,OPTIMAL,0.2748751640319824,466.2633429061338,0.0,392.7625778200182,45.424232111755856,1.6695323356873963,43.75469977606846,22.052583596029397,6.023949378330319,84.23621195953366,9.742183854436199,4.729641292103234,1.2919628939268843,6.0,5.0,22.0,1.0,0.015957446808510634,28.098773481352822,0.056601814712820775,57.5,0.11266666666666669
0.03,1.4,OPTIMAL,0.31808924674987793,444.58555032630477,0.0,375.9595345541821,45.424232111755856,1.6695323356873963,43.75469977606846,17.177834282036468,6.023949378330319,84.5640471846747,10.217208381697656,3.863786006861615,1.3549584267660129,6.0,5.0,22.0,1.0,0.015957446808510634,26.070192232535778,0.06085702298580115,57.5,0.12133333333333333
0.05,0.4,OPTIMAL,0.12209892272949219,1122.0984363576292,0.0,490.41758035568915,42.53126950690722,2.7428031229150083,39.788466383992215,66.18692696869374,522.9626595263388,43.70539735779347,3.790333194382234,5.898495606458451,46.60577384136582,6.0,4.0,26.0,4.0,1.077335961141049,98.59090515840617,0.03180480569402901,95.83333333333333,0.03466666666666667
0.05,0.5,OPTIMAL,0.16614103317260742,859.9726451815891,0.0,441.7649547632392,42.32274991184231,2.146541574455224,40.17620833738708,20.267476180461767,355.6174643260456,51.369651957936114,4.921406529495549,2.3567582403952105,41.3521832721731,6.0,3.0,17.0,4.0,0.7442861079363965,37.26515461113141,0.037797601270972425,95.83333333333333,0.043333333333333335
0.05,0.6,OPTIMAL,0.36453676223754883,730.511220201449,0.0,441.7649547632392,44.19241971347327,2.146541574455224,42.04587813901805,20.183582505946674,223.89380218657362,60.47339760796777,6.049519636575408,2.762939424856577,30.64892037179548,6.0,3.0,17.0,1.0,0.3884619890349659,30.54557843622686,0.038036176168316886,95.83333333333333,0.05200000000000001
0.05,0.7,OPTIMAL,0.20674610137939453,581.4926528382828,0.0,354.76303084805414,44.54778741023726,1.90803695507131,42.63975045516595,35.3574354222705,146.82439915772082,61.00903065867562,7.660937278020316,6.080461249112919,25.249570814191134,6.0,4.0,20.0,1.0,0.2547444260567044,39.94514593055782,0.04449030761132916,95.83333333333333,0.06066666666666667
0.05,0.8,OPTIMAL,0.24389290809631348,555.9675818926596,0.0,346.3615092151361,44.67848762311431,1.90803695507131,42.770450668043,35.13194145052666,129.79564360388247,62.29886786492669,8.03616776917406,6.3190629444487225,23.345901421450513,6.0,4.0,20.0,1.0,0.2251990604028491,39.84530839964424,0.0456764018720111,95.83333333333333,0.06933333333333334
0.05,0.9,OPTIMAL,0.2645680904388428,547.9816028184745,0.0,422.5463944159257,43.85251915263295,1.90803695507131,41.94448219756164,22.053662107004712,59.52902714291103,77.10959496497901,8.002553174610796,4.024526004810102,10.863325855600072,6.0,5.0,23.0,2.0,0.1472955966990336,36.92566813129885,0.04334250106850623,95.83333333333333,0.078
0.05,1.0,OPTIMAL,0.2501828670501709,494.99810757567246,0.0,405.7433511500896,45.50359284697634,1.90803695507131,43.59555589190503,21.457373675310457,22.29378990329591,81.96866714042173,9.192680163937801,4.334839537145134,4.503813158495311,6.0,5.0,23.0,1.0,0.038680347041251444,32.304482709540714,0.04386935405367639,95.83333333333333,0.08666666666666667
0.05,1.1,OPTIMAL,0.23480606079101562,472.91617376710366,0.0,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,85.7960403252999,9.658097169804119,4.545862504895966,0.0,6.0,5.0,23.0,0.0,0.0,32.13267234178012,0.04380948238349267,95.83333333333333,0.09533333333333334
0.05,1.2,OPTIMAL,0.28656721115112305,449.30339537855764,0.0,375.5386313081216,45.43619897476265,1.6695323356873963,43.766666639075254,28.328565095673383,0.0,83.58241561733891,10.112587494799739,6.304996887861339,0.0,6.0,5.0,25.0,0.0,0.0,37.31329896417889,0.05845539711213175,95.83333333333333,0.10400000000000002
0.05,1.3,OPTIMAL,0.2620120048522949,449.30339537855764,0.0,375.5386313081216,45.43619897476265,1.6695323356873963,43.766666639075254,28.328565095673383,0.0,83.58241561733891,10.112587494799739,6.304996887861339,0.0,6.0,5.0,25.0,0.0,0.0,37.31329896417889,0.05845539711213175,95.83333333333333,0.11266666666666669
0.05,1.4,OPTIMAL,0.26645469665527344,427.62560279872866,0.0,358.7355880422855,45.43619897476265,1.6695323356873963,43.766666639075254,23.453815781680454,0.0,83.8901098751873,10.625228863143676,5.484661261669008,0.0,6.0,5.0,25.0,0.0,0.0,35.290112878257645,0.06269928834183293,95.83333333333333,0.12133333333333333
0.07,0.4,OPTIMAL,0.16079211235046387,1122.098436357629,0.0,490.41758035568915,42.53126950690722,2.7428031229150083,39.788466383992215,66.18692696869374,522.9626595263388,43.70539735779348,3.7903331943822347,5.898495606458452,46.605773841365824,6.0,4.0,26.0,4.0,1.077335961141049,98.59090515840617,0.03180480569402901,134.16666666666666,0.03466666666666667
0.07,0.5,OPTIMAL,0.1499481201171875,859.9726451816298,0.0,441.7649547632392,42.32274991184222,2.146541574455224,40.176208337386996,20.267476180463316,355.61746432608504,51.369651957933684,4.9214065294953055,2.356758240395279,41.35218327217573,6.0,3.0,17.0,4.0,0.7442861079365093,37.26515461113221,0.03779760127097257,134.16666666666666,0.043333333333333335
0.07,0.6,OPTIMAL,0.30622196197509766,730.5112202014491,0.0,441.7649547632392,44.19241971347327,2.146541574455224,42.04587813901805,20.183582505946674,223.8938021865737,60.47339760796776,6.049519636575407,2.7629394248565764,30.648920371795484,6.0,3.0,17.0,1.0,0.3884619890349661,30.545578436226865,0.038036176168316886,134.16666666666666,0.05200000000000001
0.07,0.7,OPTIMAL,0.22662019729614258,581.4926528382845,0.0,354.76303084805414,44.54778741023726,1.90803695507131,42.63975045516595,35.357435422270505,146.82439915772244,61.00903065867544,7.660937278020293,6.080461249112902,25.24957081419134,6.0,4.0,20.0,1.0,0.2547444260567072,39.94514593055782,0.04449030761132916,134.16666666666666,0.06066666666666667
0.07,0.8,OPTIMAL,0.20506906509399414,523.4252439886876,0.0,346.3615092151361,44.941323237514304,1.90803695507131,43.033286282442994,36.5712678448797,95.55114369115746,66.17210636914214,8.586006073196879,6.986913272694598,18.254974284966384,6.0,4.0,20.0,1.0,0.16578389830506324,40.543079074236495,0.04551748272651957,134.16666666666666,0.06933333333333334
0.07,0.9,OPTIMAL,0.25659823417663574,523.4252439886995,0.0,346.3615092151361,44.941323237514204,1.90803695507131,43.033286282442894,36.571267844879166,95.55114369117001,66.17210636914062,8.586006073196666,6.986913272694337,18.254974284968362,6.0,4.0,20.0,1.0,0.165783898305085,40.54307907423624,0.04551748272651962,134.16666666666666,0.078
0.07,1.0,OPTIMAL,0.18427276611328125,494.99810757567246,0.0,405.7433511500896,45.50359284697634,1.90803695507131,43.59555589190503,21.457373675310457,22.29378990329593,81.96866714042173,9.192680163937801,4.334839537145134,4.503813158495315,6.0,5.0,23.0,1.0,0.038680347041251485,32.304482709540714,0.04386935405367639,134.16666666666666,0.08666666666666667
0.07,1.1,OPTIMAL,0.23036885261535645,472.91617376710366,0.0,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,85.7960403252999,9.658097169804119,4.545862504895966,0.0,6.0,5.0,23.0,0.0,0.0,32.13267234178012,0.04380948238349267,134.16666666666666,0.09533333333333334
0.07,1.2,OPTIMAL,0.24071884155273438,448.4337982311098,0.0,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6.0,5.0,21.0,0.0,0.0,42.115743409883265,0.05672398446706706,134.16666666666666,0.10400000000000002
0.07,1.3,OPTIMAL,0.25538206100463867,448.4337982311098,0.0,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586229,0.0,83.05557714196539,10.132197696513979,6.812225161520624,0.0,6.0,5.0,21.0,0.0,0.0,42.115743409883265,0.05672398446706706,134.16666666666666,0.11266666666666669
0.07,1.4,OPTIMAL,0.26200413703918457,426.75600565128076,0.0,355.6462359546487,45.43619897476265,1.6695323356873963,43.766666639075254,25.673570721869336,0.0,83.33713673505075,10.646879803231256,6.015983461717989,0.0,6.0,5.0,21.0,0.0,0.0,40.092557323962005,0.06096787569676824,134.16666666666666,0.12133333333333333
0.1,0.4,OPTIMAL,0.15124201774597168,1098.089091167536,0.0,466.408235165597,42.53126950690722,2.7428031229150083,39.788466383992215,66.18692696869375,522.9626595263378,42.474534982374834,3.8732075429040216,6.027464210424032,47.62479326429709,6.0,4.0,25.0,4.0,1.0773359611410456,98.59090515840612,0.031804805694029,191.66666666666666,0.03466666666666667
0.1,0.5,OPTIMAL,0.1497359275817871,859.9726451816351,0.0,441.7649547632392,42.32274991184211,2.146541574455224,40.17620833738688,20.267476180464165,355.6174643260896,51.36965195793337,4.921406529495262,2.3567582403953633,41.352183272176,6.0,3.0,17.0,4.0,0.7442861079365239,37.265154611132225,0.03779760127097261,191.66666666666666,0.043333333333333335
0.1,0.6,OPTIMAL,0.22307515144348145,705.8025056954036,0.0,413.9818614383522,43.74497858654091,2.146541574455224,41.59843701208569,49.90769833520772,198.16796733530282,58.65406513830235,6.197906387912359,7.071057120438434,28.076971353346856,6.0,4.0,22.0,3.0,0.3993718176575516,55.461784737336124,0.037185508089950345,191.66666666666666,0.05200000000000001
0.1,0.7,OPTIMAL,0.15155291557312012,557.4833076481923,0.0,330.75368565796197,44.54778741023726,1.90803695507131,42.63975045516595,35.3574354222705,146.8243991577225,59.32979178395217,7.99087377130039,6.342330781423739,26.337003663323692,6.0,4.0,19.0,1.0,0.25474442605670733,39.945145930557814,0.04449030761132916,191.66666666666666,0.06066666666666667
0.1,0.8,OPTIMAL,0.17942595481872559,523.4252439886995,0.0,346.3615092151361,44.941323237514204,1.90803695507131,43.033286282442894,36.571267844879166,95.55114369117001,66.17210636914062,8.586006073196666,6.986913272694337,18.254974284968362,6.0,4.0,20.0,1.0,0.165783898305085,40.54307907423624,0.04551748272651962,191.66666666666666,0.06933333333333334
0.1,0.9,OPTIMAL,0.2441401481628418,523.4252439886995,0.0,346.3615092151361,44.941323237514204,1.90803695507131,43.033286282442894,36.57126784487917,95.55114369117001,66.17210636914062,8.586006073196666,6.986913272694338,18.254974284968362,6.0,4.0,20.0,1.0,0.165783898305085,40.54307907423624,0.04551748272651962,191.66666666666666,0.078
0.1,1.0,OPTIMAL,0.18459391593933105,494.99810757567246,0.0,405.7433511500896,45.50359284697634,1.90803695507131,43.59555589190503,21.457373675310457,22.29378990329593,81.96866714042173,9.192680163937801,4.334839537145134,4.503813158495315,6.0,5.0,23.0,1.0,0.038680347041251485,32.304482709540714,0.04386935405367639,191.66666666666666,0.08666666666666667
0.1,1.1,OPTIMAL,0.182830810546875,472.91617376710366,0.0,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.498119022867424,0.0,85.7960403252999,9.658097169804119,4.545862504895967,0.0,6.0,5.0,23.0,0.0,0.0,32.13267234178012,0.04380948238349267,191.66666666666666,0.09533333333333334
0.1,1.2,OPTIMAL,0.25087881088256836,448.4337982311098,0.0,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6.0,5.0,21.0,0.0,0.0,42.115743409883265,0.05672398446706706,191.66666666666666,0.10400000000000002
0.1,1.3,OPTIMAL,0.27322816848754883,448.43379823110973,0.008717887459125499,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.548320035862243,0.0,83.0555771419654,10.13219769651398,6.812225161520614,0.0,6.0,5.0,21.0,0.0,0.0,42.115743409883265,0.05672398446706706,191.66666666666666,0.11266666666666669
0.1,1.4,OPTIMAL,0.22341489791870117,426.7693584631136,0.005213279580967324,352.72923943704245,45.43619897476265,1.6695323356873963,43.766666639075254,28.60392005130845,0.0,82.65102272274063,10.646546682355073,6.702430594904282,0.0,6.0,5.0,21.0,0.0,0.0,41.52097181505702,0.06133586597391294,191.66666666666666,0.12133333333333333
