psi_delay,psi_error,status,solve_time,gap,total_cost,C1_rental,C2_storage,C2_model,C2_data,C3_robust_delay,C4_unmet,C1_pct,C2_pct,C3_pct,C4_pct,num_allocations,num_gpu_configs,total_gpus,num_unmet_queries,total_unmet_fraction,avg_delay,avg_error,scaled_Delta_i_mean,scaled_epsilon_mean
0.03,0.5,OPTIMAL,0.8769910335540771,0.0,845.7872886985906,411.18324286115654,41.43169184010631,2.146541574455224,39.28515026565109,32.55867944243519,360.6136745548923,48.615443664782724,4.898594764158384,3.8495115589326363,42.636450012126225,6,4,22,3,0.7190677866148344,43.50913089225699,0.03672345594413281,67.5,0.043333333333333335
0.03,0.6,OPTIMAL,0.5337929725646973,0.0,730.5112202014491,441.7649547632392,44.19241971347327,2.146541574455224,42.04587813901805,20.183582505946674,223.8938021865737,60.47339760796776,6.049519636575407,2.7629394248565764,30.648920371795484,6,3,17,1,0.3884619890349661,30.545578436226865,0.038036176168316886,67.5,0.05200000000000001
0.03,0.7,OPTIMAL,0.4482238292694092,0.0,625.047179987917,385.3447427501368,44.31650504230027,1.90803695507131,42.40846808722896,18.42806331481479,176.95786888066507,61.65050496789474,7.090105589014412,2.948267571604919,28.311121871485906,6,4,15,1,0.30702683615819226,27.158793105632324,0.04462272537453138,67.5,0.06066666666666667
0.03,0.8,OPTIMAL,0.35359787940979004,0.0069666995048897375,571.4439343688839,394.38019959532045,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,69.01467945947894,7.864520127796696,6.399799813304403,16.721000599419924,6,4,22,1,0.16578389830508478,40.54307907423624,0.04551748272651962,67.5,0.06933333333333334
0.03,0.9,OPTIMAL,0.4866819381713867,0.0,554.3435139938688,429.3742054594874,42.74867973500908,1.90803695507131,40.84064277993777,22.45032488502016,59.770303914352134,77.45634153198309,7.711586526379362,4.049894031098642,10.782177910538918,6,5,23,2,0.18323772794814275,34.0908510401884,0.04354771405023724,67.5,0.078
0.03,1.0,OPTIMAL,0.44550085067749023,0.0,502.81629250752036,412.57116219365133,45.50359284697634,1.90803695507131,43.59555589190503,22.447747563596714,22.29378990329592,82.05206719459687,9.04974511069483,4.464403381133672,4.433784313574621,6,5,23,1,0.038680347041251464,30.95265429749812,0.04436319138979314,67.5,0.08666666666666667
0.03,1.1,OPTIMAL,0.4110140800476074,0.0,480.73435869895167,412.57116219365133,45.674703594146564,1.90803695507131,43.766666639075254,22.488492911153667,0.0,85.82102667057632,9.50102749421937,4.677945835204291,0.0,6,5,23,0,0.0,30.78955879509054,0.044300136086352276,67.5,0.09533333333333334
0.03,1.2,OPTIMAL,0.4102349281311035,0.0023032137304347506,466.2633429060593,392.7625778200182,45.424232111755856,1.6695323356873963,43.75469977606846,22.052583596029393,6.02394937825577,84.23621195954713,9.742183854437755,4.729641292103989,1.2919628939111023,6,5,22,1,0.015957446808313153,28.098773481352822,0.056601814712820775,67.5,0.10400000000000002
0.03,1.3,OPTIMAL,0.5755786895751953,0.009343521960560406,466.26334290610407,392.7625778200182,45.42423211175591,1.6695323356873963,43.75469977606852,22.052583596029223,6.0239493783006886,84.23621195953905,9.742183854436833,4.729641292103497,1.291962893920612,6,5,22,1,0.01595744680843214,28.098773481352545,0.056601814712820574,67.5,0.11266666666666669
0.03,1.4,OPTIMAL,0.41707301139831543,0.0,444.58555032630477,375.9595345541821,45.424232111755856,1.6695323356873963,43.75469977606846,17.177834282036464,6.023949378330319,84.5640471846747,10.217208381697656,3.8637860068616146,1.3549584267660129,6,5,22,1,0.015957446808510634,26.070192232535778,0.06085702298580115,67.5,0.12133333333333333
0.05,0.4,OPTIMAL,0.5282361507415771,0.00495583939541403,1125.1479496189697,490.09302692154506,40.058765906735125,3.3390646713747927,36.71970123536033,45.959656446972176,549.0365003437172,43.558096256364735,3.560310972463754,4.084765604606609,48.79682716656488,6,5,30,5,1.1884132890830756,77.17518859021553,0.02891378795454667,112.5,0.03466666666666667
0.05,0.5,OPTIMAL,0.7383649349212646,0.0,808.8470044770511,411.18324286115654,41.73004847103215,2.146541574455224,39.58350689657692,34.1925241358269,321.7411890090354,50.835725493846816,5.1592017081168695,4.227316655259619,39.77775614277668,6,4,22,3,0.6516229404136283,44.32695062893396,0.036639572343462226,112.5,0.043333333333333335
0.05,0.6,OPTIMAL,0.5782449245452881,0.0,730.511220201449,441.7649547632392,44.19241971347327,2.146541574455224,42.04587813901805,20.183582505946674,223.8938021865737,60.47339760796777,6.049519636575408,2.762939424856577,30.64892037179549,6,3,17,1,0.3884619890349661,30.54557843622686,0.038036176168316886,112.5,0.05200000000000001
0.05,0.7,OPTIMAL,0.43465209007263184,0.0,581.4926528382845,354.76303084805414,44.54778741023726,1.90803695507131,42.63975045516595,35.357435422270505,146.82439915772244,61.00903065867544,7.660937278020293,6.080461249112902,25.24957081419134,6,4,20,1,0.2547444260567072,39.94514593055782,0.04449030761132916,112.5,0.06066666666666667
0.05,0.8,OPTIMAL,0.3178260326385498,0.0,555.9675818926596,346.3615092151361,44.67848762311431,1.90803695507131,42.770450668043,35.131941450526654,129.79564360388252,62.29886786492669,8.03616776917406,6.319062944448721,23.345901421450524,6,4,20,1,0.2251990604028492,39.84530839964423,0.0456764018720111,112.5,0.06933333333333334
0.05,0.9,OPTIMAL,0.4918200969696045,0.009305510218548753,531.992510023337,422.5463944159257,43.951130726216775,1.90803695507131,42.043093771145465,22.08552778297865,43.409457098215746,79.42713223488612,8.261607052379134,4.151473444994521,8.159787267740198,6,5,23,2,0.12013714841074508,36.75764891277356,0.04327257239394419,112.5,0.078
0.05,1.0,OPTIMAL,0.3393568992614746,0.0,494.99810757567246,405.7433511500896,45.50359284697634,1.90803695507131,43.59555589190503,21.45737367531046,22.29378990329593,81.96866714042173,9.192680163937801,4.334839537145135,4.503813158495315,6,5,23,1,0.038680347041251485,32.304482709540714,0.04386935405367639,112.5,0.08666666666666667
0.05,1.1,OPTIMAL,0.417208194732666,0.0,472.91617376710366,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,85.7960403252999,9.658097169804119,4.545862504895966,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,112.5,0.09533333333333334
0.05,1.2,OPTIMAL,0.33481478691101074,0.006434187275947494,449.30339537855764,375.5386313081216,45.43619897476265,1.6695323356873963,43.766666639075254,28.328565095673383,0.0,83.58241561733891,10.112587494799739,6.304996887861339,0.0,6,5,25,0,0.0,37.31329896417889,0.05845539711213175,112.5,0.10400000000000002
0.05,1.3,OPTIMAL,0.4015951156616211,0.0,449.30339537855764,375.5386313081216,45.43619897476265,1.6695323356873963,43.766666639075254,28.328565095673383,0.0,83.58241561733891,10.112587494799739,6.304996887861339,0.0,6,5,25,0,0.0,37.31329896417889,0.05845539711213175,112.5,0.11266666666666669
0.05,1.4,OPTIMAL,0.3928189277648926,0.007722966900905254,427.62560279872866,358.7355880422855,45.43619897476265,1.6695323356873963,43.766666639075254,23.45381578168046,0.0,83.8901098751873,10.625228863143676,5.48466126166901,0.0,6,5,25,0,0.0,35.290112878257645,0.06269928834183293,112.5,0.12133333333333333
0.07,0.4,OPTIMAL,0.6698410511016846,0.0,1096.0909394414784,466.408235165597,40.12677182015482,3.3390646713747927,36.78770714878003,49.37983142084122,540.1761010348857,42.55196520493627,3.6608980492623835,4.505085266556724,49.28205147924466,6,4,25,5,1.1730402492510732,77.8546466959705,0.02853388069556091,157.5,0.03466666666666667
0.07,0.5,OPTIMAL,0.5057117938995361,0.0,784.8376592869643,387.17389767106437,41.73004847103175,2.146541574455224,39.58350689657652,34.19252413582673,321.74118900904125,49.331717596581335,5.317029321572575,4.356636526194616,40.99461655565146,6,4,21,3,0.6516229404136504,44.32695062893372,0.03663957234346209,157.5,0.043333333333333335
0.07,0.6,OPTIMAL,0.574660062789917,0.0,730.5112202014491,441.7649547632392,44.19241971347327,2.146541574455224,42.04587813901805,20.183582505946678,223.8938021865737,60.47339760796776,6.049519636575407,2.762939424856577,30.648920371795484,6,3,17,1,0.3884619890349661,30.54557843622686,0.038036176168316886,157.5,0.05200000000000001
0.07,0.7,OPTIMAL,0.4100310802459717,0.0,581.4926528382845,354.76303084805414,44.54778741023726,1.90803695507131,42.63975045516595,35.357435422270505,146.82439915772244,61.00903065867544,7.660937278020293,6.080461249112902,25.24957081419134,6,4,20,1,0.2547444260567072,39.94514593055782,0.04449030761132916,157.5,0.06066666666666667
0.07,0.8,OPTIMAL,0.3191959857940674,0.0,523.4252439886995,346.3615092151361,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,66.17210636914062,8.586006073196666,6.986913272694338,18.254974284968338,6,4,20,1,0.16578389830508478,40.54307907423624,0.04551748272651962,157.5,0.06933333333333334
0.07,0.9,OPTIMAL,0.40572428703308105,0.002526596726262861,523.4252439886995,346.3615092151361,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,66.17210636914062,8.586006073196666,6.986913272694338,18.254974284968338,6,4,20,1,0.16578389830508478,40.54307907423624,0.04551748272651962,157.5,0.078
0.07,1.0,OPTIMAL,0.33428287506103516,0.0,494.99810757567235,405.7433511500896,45.50359284697633,1.90803695507131,43.59555589190502,21.4573736753103,22.293789903295977,81.96866714042174,9.192680163937801,4.334839537145104,4.503813158495325,6,5,23,1,0.03868034704125156,32.304482709540714,0.04386935405367639,157.5,0.08666666666666667
0.07,1.1,OPTIMAL,0.33441996574401855,0.0,472.91617376710366,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,85.7960403252999,9.658097169804119,4.545862504895966,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,157.5,0.09533333333333334
0.07,1.2,OPTIMAL,0.34767723083496094,0.0,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.548320035862265,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,157.5,0.10400000000000002
0.07,1.3,OPTIMAL,0.4041311740875244,0.00487023511490726,448.4471510429428,369.53228270287855,45.43619897476265,1.6695323356873963,43.766666639075254,33.47866936530158,0.0,82.40263804630405,10.131896003596582,7.465465950099369,0.0,6,5,21,0,0.0,43.54415790097827,0.05709197474421176,157.5,0.11266666666666669
0.07,1.4,OPTIMAL,0.39577507972717285,0.0036756314672251656,426.75600565128076,355.6462359546487,45.43619897476265,1.6695323356873963,43.766666639075254,25.673570721869336,0.0,83.33713673505075,10.646879803231256,6.015983461717989,0.0,6,5,21,0,0.0,40.092557323962005,0.06096787569676824,157.5,0.12133333333333333
0.09,0.4,OPTIMAL,0.6085560321807861,0.0,1096.0909394414791,466.408235165597,40.12677182015483,3.3390646713747927,36.78770714878004,49.37983142084125,540.176101034886,42.551965204936245,3.660898049262382,4.505085266556723,49.28205147924464,6,4,25,5,1.1730402492510734,77.85464669597057,0.02853388069556091,202.5,0.03466666666666667
0.09,0.5,OPTIMAL,0.4914381504058838,0.0056033886046374356,784.8376592869596,387.17389767106437,41.730048471032134,2.146541574455224,39.58350689657691,34.19252413582689,321.741189009036,49.33171759658162,5.3170293215726545,4.356636526194662,40.994616555651035,6,4,21,3,0.6516229404136301,44.32695062893396,0.03663957234346223,202.5,0.043333333333333335
0.09,0.6,OPTIMAL,0.5944499969482422,0.0,705.8025056954035,413.9818614383522,43.744978586540924,2.146541574455224,41.5984370120857,49.90769833520775,198.1679673353025,58.65406513830236,6.1979063879123615,7.0710571204384385,28.07697135334682,6,4,22,3,0.3993718176575511,55.461784737336124,0.03718550808995034,202.5,0.05200000000000001
0.09,0.7,OPTIMAL,0.3159959316253662,0.0,581.4926528382845,354.76303084805414,44.54778741023726,1.90803695507131,42.63975045516595,35.357435422270505,146.82439915772244,61.00903065867544,7.660937278020293,6.080461249112902,25.24957081419134,6,4,20,1,0.2547444260567072,39.94514593055782,0.04449030761132916,202.5,0.06066666666666667
0.09,0.8,OPTIMAL,0.33484482765197754,0.0,523.4252439886995,346.3615092151361,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,66.17210636914062,8.586006073196666,6.986913272694338,18.254974284968338,6,4,20,1,0.16578389830508478,40.54307907423624,0.04551748272651962,202.5,0.06933333333333334
0.09,0.9,OPTIMAL,0.380479097366333,0.0074883364146013445,523.4252439886995,346.3615092151361,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,66.17210636914062,8.586006073196666,6.986913272694338,18.254974284968338,6,4,20,1,0.16578389830508478,40.54307907423624,0.04551748272651962,202.5,0.078
0.09,1.0,OPTIMAL,0.3316769599914551,0.005003739532175407,494.9981075756725,405.7433511500896,45.50359284697633,1.90803695507131,43.59555589190502,21.457373675310457,22.293789903295977,81.96866714042172,9.192680163937798,4.334839537145134,4.5038131584953245,6,5,23,1,0.03868034704125156,32.304482709540714,0.04386935405367639,202.5,0.08666666666666667
0.09,1.1,OPTIMAL,0.3273301124572754,0.0022375016715461666,472.91617376710366,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.498119022867417,0.0,85.7960403252999,9.658097169804119,4.5458625048959656,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,202.5,0.09533333333333334
0.09,1.2,OPTIMAL,0.382404088973999,0.0,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.548320035862258,0.0,83.05557714196539,10.132197696513979,6.812225161520617,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,202.5,0.10400000000000002
0.09,1.3,OPTIMAL,0.4309051036834717,0.0,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.548320035862258,0.0,83.05557714196539,10.132197696513979,6.812225161520617,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,202.5,0.11266666666666669
0.09,1.4,OPTIMAL,0.35960912704467773,0.0,426.75600565128076,355.6462359546487,45.43619897476265,1.6695323356873963,43.766666639075254,25.673570721869336,0.0,83.33713673505075,10.646879803231256,6.015983461717989,0.0,6,5,21,0,0.0,40.092557323962005,0.06096787569676824,202.5,0.12133333333333333
