psi_budget,psi_cost,status,solve_time,total_cost,gpu_rental_cost,storage_cost_model,storage_cost_data,storage_cost_total,delay_penalty,error_penalty,unmet_demand_penalty,total_gpus,avg_gpu_cost,budget_available,budget_used,budget_utilization_pct,budget_slack,precision_FP16,precision_INT8,precision_INT4,total_unmet_demand,unmet_demand_pct,num_active_configs,gpu_tier_allocation,gpu_tier_cost,model_instances
0.6,0.2,OPTIMAL,1.7852637767791748,399.05987904310484,94.68152291185032,2.0061865647069346,6.834030085023873,8.840216649730808,252.84296731806666,0.023476786714069105,0.0,25,3.787260916474013,1200.0,103.52173956158113,8.62681163013176,1096.4782604384188,9,16,0,0.0,0.0,4,"{'H100_80GB_FP16': 1, 'A6000_FP16': 8, 'H100_80GB_INT8': 16}","{'H100_80GB_FP16': np.float64(5.64202120131024), 'A6000_FP16': np.float64(12.209597102245127), 'H100_80GB_INT8': np.float64(76.82990460829497)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 16, 'Llama-3.1-70B': 8}"
0.6,0.4,OPTIMAL,1.999356985092163,489.71670381040906,143.1030288509695,2.0061862458525876,6.8020119484437895,8.808198194296377,268.0206394025852,0.0256243592754605,0.0,26,5.503962648114212,1200.0,151.91122704526586,12.659268920438821,1048.0887729547342,9,17,0,0.0,0.0,5,"{'H100_80GB_FP16': 1, 'A6000_FP16': 8, 'A6000_INT8': 8, 'H100_80GB_INT8': 9}","{'H100_80GB_FP16': np.float64(11.28404240262048), 'A6000_FP16': np.float64(24.419194204490253), 'A6000_INT8': np.float64(20.966149559526947), 'H100_80GB_INT8': np.float64(86.43364268433183)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 18, 'Llama-3.1-70B': 7}"
0.6,0.6,OPTIMAL,2.253427028656006,604.0081064838683,128.22090059212243,0.8789007807287522,6.774690473713525,7.6535912544422775,264.88505276836565,0.0262067619844471,143.06688371382543,20,6.411045029606122,1200.0,135.8744918465647,11.322874320547058,1064.1255081534352,9,11,0,0.03789842914575634,0.008959439514363201,5,"{'H100_80GB_FP16': 1, 'A6000_FP16': 8, 'A6000_INT8': 8, 'H100_80GB_INT8': 3}","{'H100_80GB_FP16': np.float64(16.926063603930718), 'A6000_FP16': np.float64(36.62879130673539), 'A6000_INT8': np.float64(31.449224339290417), 'H100_80GB_INT8': np.float64(43.216821342165915)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 18, 'Llama-3.2-11B-Vision': 1}"
0.6,0.8,OPTIMAL,2.2322499752044678,646.7484114479239,170.9612007894966,0.8789007807287522,6.774690473713518,7.65359125444227,264.88505753501494,0.026206761984447043,143.06688371385744,20,8.54806003947483,1200.0,178.61479204393885,14.88456600366157,1021.3852079560611,9,11,0,0.03789842914576482,0.008959439514365206,5,"{'H100_80GB_FP16': 1, 'A6000_FP16': 8, 'A6000_INT8': 8, 'H100_80GB_INT8': 3}","{'H100_80GB_FP16': np.float64(22.56808480524096), 'A6000_FP16': np.float64(48.83838840898051), 'A6000_INT8': np.float64(41.932299119053894), 'H100_80GB_INT8': np.float64(57.62242845622123)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 18, 'Llama-3.2-11B-Vision': 1}"
0.6,1.0,OPTIMAL,1.5390567779541016,690.1417438547068,197.10999086665993,0.8789007807287522,6.791943594962294,7.670844375691047,296.0575171816778,0.030006153682634342,189.27338527699536,26,7.581153494871535,1200.0,204.78083524235097,17.06506960352925,995.219164757649,8,10,8,0.048434290207585086,0.011450186810303803,5,"{'H100_80GB_INT8': 2, 'A6000_FP16': 8, 'A6000_INT8': 8, 'RTX_4090_INT4': 8}","{'H100_80GB_INT8': np.float64(48.01869038018435), 'A6000_FP16': np.float64(61.04798551122564), 'A6000_INT8': np.float64(52.415373898817364), 'RTX_4090_INT4': np.float64(35.62794107643258)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 24, 'Llama-3.2-11B-Vision': 1}"
0.6,1.2,OPTIMAL,1.2305431365966797,740.2537644707419,196.38091496938114,0.8789007807286165,6.700994786837498,7.579895567566115,310.4987038913156,0.03447757616043637,225.75977246631868,24,8.182538123724214,1200.0,203.96081053694726,16.996734211412274,996.0391894630527,14,10,0,0.05732245614162083,0.01355140807130516,5,"{'RTX_4090_INT8': 2, 'A6000_FP16': 6, 'A6000_INT8': 8, 'RTX_4090_FP16': 8}","{'RTX_4090_INT8': np.float64(8.640039009861265), 'A6000_FP16': np.float64(54.94318696010308), 'A6000_INT8': np.float64(62.898448678580834), 'RTX_4090_FP16': np.float64(69.89924032083599)}","{'Llama-3.2-3B': 2, 'Llama-3.1-8B': 20, 'Llama-3.2-11B-Vision': 2}"
0.6,1.4,OPTIMAL,1.8449459075927734,1092.4635956444424,198.48871754476852,0.7833680871712793,6.521977507783984,7.305345594955264,294.92092512851707,0.039897363444585304,591.708710012757,21,9.451843692608024,1200.0,205.7940631397238,17.14950526164365,994.2059368602762,10,11,0,0.134084639468169,0.03169849632817234,5,"{'A6000_INT8': 9, 'RTX_4090_INT8': 2, 'A6000_FP16': 8, 'RTX_4090_FP16': 2}","{'A6000_INT8': np.float64(82.55421389063734), 'RTX_4090_INT8': np.float64(10.08004551150481), 'A6000_FP16': np.float64(85.46717971571589), 'RTX_4090_FP16': np.float64(20.387278426910495)}","{'Llama-3.2-3B': 3, 'Llama-3.1-8B': 16, 'Llama-3.2-11B-Vision': 2}"
0.6,1.6,OPTIMAL,1.9160099029541016,1359.2640565640477,194.1580429775325,0.7833680871712793,6.347869169441379,7.131237256612659,267.40578925426365,0.03703916404430146,890.5319479115947,17,11.421061351619558,1200.0,201.28928023414514,16.77410668617876,998.7107197658548,4,13,0,0.1369684494382643,0.03238024809415232,4,"{'RTX_4090_INT8': 4, 'A6000_FP16': 4, 'A6000_INT8': 8, 'H100_80GB_INT8': 1}","{'RTX_4090_INT8': np.float64(23.04010402629671), 'A6000_FP16': np.float64(48.83838840898051), 'A6000_INT8': np.float64(83.86459823810779), 'H100_80GB_INT8': np.float64(38.414952304147484)}","{'Llama-3.2-3B': 4, 'Llama-3.1-8B': 12, 'Llama-3.2-11B-Vision': 1}"
0.6,1.8,OPTIMAL,1.3700058460235596,1391.448314468078,198.3202392269361,0.7833680871712793,6.344115121111556,7.127483208282835,275.77202726269724,0.03853418684911016,910.1900305833126,22,9.014556328497095,1200.0,205.44772243521894,17.120643536268247,994.5522775647811,2,20,0,0.14217587675632243,0.03361131838210932,4,"{'RTX_4090_INT8': 12, 'A6000_INT8': 8, 'RTX_4090_FP16': 2}","{'RTX_4090_INT8': np.float64(77.76035108875139), 'A6000_INT8': np.float64(94.34767301787124), 'RTX_4090_FP16': np.float64(26.212215120313495)}","{'Llama-3.2-3B': 4, 'Llama-3.1-8B': 16, 'Llama-3.2-11B-Vision': 2}"
0.6,2.0,OPTIMAL,1.509141206741333,1657.5059031353605,192.95500061898935,0.7833680871712793,6.208760086345317,6.992128173516597,278.7526047844539,0.038012099315716676,1178.768157459085,18,10.719722256610519,1200.0,199.94712879250594,16.662260732708827,1000.052871207494,2,16,0,0.18855060760499348,0.044574611726948814,4,"{'RTX_4090_INT8': 8, 'A6000_INT8': 8, 'A6000_FP16': 2}","{'RTX_4090_INT8': np.float64(57.60026006574177), 'A6000_INT8': np.float64(104.83074779763473), 'A6000_FP16': np.float64(30.52399275561282)}","{'Llama-3.2-3B': 4, 'Llama-3.1-8B': 12, 'Llama-3.2-11B-Vision': 2}"
0.8,0.2,OPTIMAL,1.8758399486541748,399.017345351097,94.68152291185032,2.0061851473241155,6.834027776064699,8.840212923388814,252.82383233182443,0.0,0.0,25,3.787260916474013,1600.0,103.52173583523914,6.470108489702446,1496.478264164761,9,16,0,0.0,0.0,4,"{'H100_80GB_FP16': 1, 'A6000_FP16': 8, 'H100_80GB_INT8': 16}","{'H100_80GB_FP16': np.float64(5.64202120131024), 'A6000_FP16': np.float64(12.209597102245127), 'H100_80GB_INT8': np.float64(76.82990460829497)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 16, 'Llama-3.1-70B': 8}"
0.8,0.4,OPTIMAL,1.4763660430908203,489.7167038103971,143.1030288509695,2.0061862458525876,6.8020119484437895,8.808198194296377,268.02063940258466,0.025624359263907267,0.0,26,5.503962648114212,1600.0,151.91122704526586,9.494451690329116,1448.0887729547342,9,17,0,0.0,0.0,5,"{'H100_80GB_FP16': 1, 'A6000_FP16': 8, 'A6000_INT8': 8, 'H100_80GB_INT8': 9}","{'H100_80GB_FP16': np.float64(11.28404240262048), 'A6000_FP16': np.float64(24.419194204490253), 'A6000_INT8': np.float64(20.966149559526947), 'H100_80GB_INT8': np.float64(86.43364268433183)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 18, 'Llama-3.1-70B': 7}"
0.8,0.6,OPTIMAL,1.8025782108306885,566.0373577698048,214.65454327645426,2.006180945399403,6.802011472270442,8.808192417669844,268.0134527557984,0.0,0.0,26,8.255943972171318,1600.0,223.4627356941241,13.966420980882754,1376.5372643058759,9,17,0,0.0,0.0,5,"{'H100_80GB_FP16': 1, 'A6000_FP16': 8, 'A6000_INT8': 8, 'H100_80GB_INT8': 9}","{'H100_80GB_FP16': np.float64(16.926063603930718), 'A6000_FP16': np.float64(36.62879130673539), 'A6000_INT8': np.float64(31.449224339290417), 'H100_80GB_INT8': np.float64(129.65046402649773)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 18, 'Llama-3.1-70B': 7}"
0.8,0.8,OPTIMAL,1.7611219882965088,646.6728494883866,170.9612007894966,0.8788993473407568,6.7746881445548714,7.653587491895628,264.835372345264,0.0,143.06688371382182,20,8.54806003947483,1600.0,178.6147882813922,11.163424267587013,1421.3852117186077,9,11,0,0.037898429145755384,0.008959439514362975,5,"{'H100_80GB_FP16': 1, 'A6000_FP16': 8, 'A6000_INT8': 8, 'H100_80GB_INT8': 3}","{'H100_80GB_FP16': np.float64(22.56808480524096), 'A6000_FP16': np.float64(48.83838840898051), 'A6000_INT8': np.float64(41.932299119053894), 'H100_80GB_INT8': np.float64(57.62242845622123)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 18, 'Llama-3.2-11B-Vision': 1}"
0.8,1.0,OPTIMAL,1.8492391109466553,688.7257352743525,209.50074017041172,0.8789007807287522,6.759925487026964,7.638826267755716,264.8018640946604,0.027143448153584437,189.2733852769872,20,10.475037008520586,1600.0,217.13956643816744,13.571222902385466,1382.8604335618325,8,12,0,0.04843429020758292,0.01145018681030329,5,"{'H100_80GB_INT8': 4, 'A6000_FP16': 8, 'A6000_INT8': 8}","{'H100_80GB_INT8': np.float64(96.0373807603687), 'A6000_FP16': np.float64(61.04798551122564), 'A6000_INT8': np.float64(52.415373898817364)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 18, 'Llama-3.2-11B-Vision': 1}"
0.8,1.2,OPTIMAL,1.552978754043579,728.7784938251043,227.0489087623734,0.8789007807287522,6.791943594962294,7.670844375691047,304.7570622011079,0.028293208947602354,189.27338527698427,22,10.320404943744245,1600.0,234.71975313806445,14.669984571129028,1365.2802468619357,12,10,0,0.04843429020758215,0.011450186810303109,5,"{'H100_80GB_INT8': 2, 'A6000_FP16': 4, 'A6000_INT8': 8, 'RTX_4090_FP16': 8}","{'H100_80GB_INT8': np.float64(57.622428456221215), 'A6000_FP16': np.float64(36.62879130673539), 'A6000_INT8': np.float64(62.898448678580834), 'RTX_4090_FP16': np.float64(69.89924032083599)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 20, 'Llama-3.2-11B-Vision': 1}"
0.8,1.4,OPTIMAL,1.3244709968566895,766.5612799169907,241.3573558014781,0.8789007807287522,6.70393910828523,7.582839889013982,307.24514112181043,0.03387618642806246,210.34206691826012,23,10.493798078325135,1600.0,248.94019569049206,15.558762230655754,1351.0598043095079,12,11,0,0.05323830468647337,0.012585887632736022,5,"{'RTX_4090_INT8': 2, 'A6000_FP16': 4, 'A6000_INT8': 8, 'RTX_4090_FP16': 8, 'H100_80GB_INT8': 1}","{'RTX_4090_INT8': np.float64(10.08004551150481), 'A6000_FP16': np.float64(42.73358985785794), 'A6000_INT8': np.float64(73.3815234583443), 'RTX_4090_FP16': np.float64(81.54911370764198), 'H100_80GB_INT8': np.float64(33.61308326612904)}","{'Llama-3.2-3B': 2, 'Llama-3.1-8B': 20, 'Llama-3.2-11B-Vision': 1}"
0.8,1.6,OPTIMAL,1.5573780536651611,805.7140632689349,261.84121995917485,0.8789007807287522,6.700994786837585,7.5798955675663375,310.4986976997146,0.03447757616041431,225.75977246631862,24,10.910050831632285,1600.0,269.42111552674123,16.838819720421327,1330.5788844732588,14,10,0,0.05732245614162081,0.013551408071305157,5,"{'RTX_4090_INT8': 2, 'A6000_FP16': 6, 'A6000_INT8': 8, 'RTX_4090_FP16': 8}","{'RTX_4090_INT8': np.float64(11.520052013148355), 'A6000_FP16': np.float64(73.25758261347076), 'A6000_INT8': np.float64(83.86459823810779), 'RTX_4090_FP16': np.float64(93.19898709444799)}","{'Llama-3.2-3B': 2, 'Llama-3.1-8B': 20, 'Llama-3.2-11B-Vision': 2}"
0.8,1.8,OPTIMAL,1.8468599319458008,1092.74466107751,264.28892416381444,0.8789007807287522,6.564020182242166,7.442920962970919,318.1596616734087,0.034506081929484136,502.8186481953863,24,11.012038506825602,1600.0,271.7318451267854,16.983240320424088,1328.2681548732146,10,14,0,0.10594373805211915,0.02504580095794779,5,"{'RTX_4090_INT8': 6, 'A6000_INT8': 8, 'RTX_4090_FP16': 10}","{'RTX_4090_INT8': np.float64(38.880175544375696), 'A6000_INT8': np.float64(94.34767301787124), 'RTX_4090_FP16': np.float64(131.06107560156747)}","{'Llama-3.2-3B': 2, 'Llama-3.1-8B': 20, 'Llama-3.2-11B-Vision': 2}"
0.8,2.0,OPTIMAL,1.7049248218536377,1277.0041344965448,264.85423014914517,0.8789007807287522,6.459210917705256,7.338111698434009,309.8397810768101,0.03444413954886731,694.9375674326066,20,13.242711507457258,1600.0,272.1923418475792,17.0120213654737,1327.8076581524208,10,10,0,0.1133610572446391,0.026799304313153454,4,"{'RTX_4090_INT8': 2, 'A6000_INT8': 8, 'RTX_4090_FP16': 10}","{'RTX_4090_INT8': np.float64(14.400065016435443), 'A6000_INT8': np.float64(104.83074779763473), 'RTX_4090_FP16': np.float64(145.62341733507498)}","{'Llama-3.2-3B': 2, 'Llama-3.1-8B': 16, 'Llama-3.2-11B-Vision': 2}"
1.0,0.2,OPTIMAL,2.000135898590088,399.0598790431048,94.68152291185032,2.0061865647069346,6.834030085023873,8.840216649730808,252.8429673180666,0.023476786714069102,0.0,25,3.787260916474013,2000.0,103.52173956158113,5.176086978079057,1896.4782604384188,9,16,0,0.0,0.0,4,"{'H100_80GB_FP16': 1, 'A6000_FP16': 8, 'H100_80GB_INT8': 16}","{'H100_80GB_FP16': np.float64(5.64202120131024), 'A6000_FP16': np.float64(12.209597102245127), 'H100_80GB_INT8': np.float64(76.82990460829497)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 16, 'Llama-3.1-70B': 8}"
1.0,0.4,OPTIMAL,1.576559066772461,489.64315180476774,152.70676692700638,2.0061851647999545,6.802009696598031,8.808194861397986,267.9725469180886,0.0,0.0,27,5.655806182481718,2000.0,161.51496178840435,8.075748089420218,1838.4850382115956,9,18,0,0.0,0.0,5,"{'H100_80GB_FP16': 1, 'A6000_FP16': 8, 'A6000_INT8': 8, 'H100_80GB_INT8': 10}","{'H100_80GB_FP16': np.float64(11.28404240262048), 'A6000_FP16': np.float64(24.419194204490253), 'A6000_INT8': np.float64(20.966149559526947), 'H100_80GB_INT8': np.float64(96.0373807603687)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 18, 'Llama-3.1-70B': 8}"
1.0,0.6,OPTIMAL,1.5126338005065918,566.0152309533838,214.65454327645426,2.0061785717482943,6.802010374746072,8.808188946494365,267.99111112547246,0.0,0.0,26,8.255943972171318,2000.0,223.46273222294863,11.17313661114743,1776.5372677770513,9,17,0,0.0,0.0,5,"{'H100_80GB_FP16': 1, 'A6000_FP16': 8, 'A6000_INT8': 8, 'H100_80GB_INT8': 9}","{'H100_80GB_FP16': np.float64(16.926063603930718), 'A6000_FP16': np.float64(36.62879130673539), 'A6000_INT8': np.float64(31.449224339290417), 'H100_80GB_INT8': np.float64(129.65046402649773)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 18, 'Llama-3.1-70B': 7}"
1.0,0.8,OPTIMAL,2.1609652042388916,642.390769461824,286.206057701939,2.0061809453994073,6.80201147227045,8.808192417669858,268.0134527558107,0.0,0.0,26,11.007925296228423,2000.0,295.0142501196089,14.750712505980445,1704.985749880391,9,17,0,0.0,0.0,5,"{'H100_80GB_FP16': 1, 'A6000_FP16': 8, 'A6000_INT8': 8, 'H100_80GB_INT8': 9}","{'H100_80GB_FP16': np.float64(22.56808480524096), 'A6000_FP16': np.float64(48.83838840898051), 'A6000_INT8': np.float64(41.932299119053894), 'H100_80GB_INT8': np.float64(172.86728536866366)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 18, 'Llama-3.1-70B': 7}"
1.0,1.0,OPTIMAL,1.9439938068389893,688.7257352743923,209.50074017041172,0.8789007807287522,6.759925487026961,7.6388262677557135,264.8018640946602,0.027143448183992294,189.27338527699558,20,10.475037008520586,2000.0,217.1395664381674,10.85697832190837,1782.8604335618327,8,12,0,0.04843429020758514,0.011450186810303816,5,"{'H100_80GB_INT8': 4, 'A6000_FP16': 8, 'A6000_INT8': 8}","{'H100_80GB_INT8': np.float64(96.0373807603687), 'A6000_FP16': np.float64(61.04798551122564), 'A6000_INT8': np.float64(52.415373898817364)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 18, 'Llama-3.2-11B-Vision': 1}"
1.0,1.2,OPTIMAL,1.6600620746612549,728.7784955006776,227.0489087623734,0.8789007807287522,6.7919435949622935,7.670844375691046,304.75706387667,0.02829320894772942,189.27338527699553,22,10.320404943744245,2000.0,234.71975313806445,11.735987656903223,1765.2802468619357,12,10,0,0.04843429020758513,0.011450186810303813,5,"{'H100_80GB_INT8': 2, 'A6000_FP16': 4, 'A6000_INT8': 8, 'RTX_4090_FP16': 8}","{'H100_80GB_INT8': np.float64(57.622428456221215), 'A6000_FP16': np.float64(36.62879130673539), 'A6000_INT8': np.float64(62.898448678580834), 'RTX_4090_FP16': np.float64(69.89924032083599)}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 20, 'Llama-3.2-11B-Vision': 1}"
1.0,1.4,OPTIMAL,1.7777049541473389,766.5612831409502,241.3573558014781,0.8789007807287522,6.70393910828523,7.582839889013982,307.24514434577,0.033876186428060784,210.34206691826012,23,10.493798078325135,2000.0,248.94019569049206,12.447009784524603,1751.0598043095079,12,11,0,0.05323830468647337,0.012585887632736022,5,"{'RTX_4090_INT8': 2, 'A6000_FP16': 4, 'A6000_INT8': 8, 'RTX_4090_FP16': 8, 'H100_80GB_INT8': 1}","{'RTX_4090_INT8': np.float64(10.08004551150481), 'A6000_FP16': np.float64(42.73358985785794), 'A6000_INT8': np.float64(73.3815234583443), 'RTX_4090_FP16': np.float64(81.54911370764198), 'H100_80GB_INT8': np.float64(33.61308326612904)}","{'Llama-3.2-3B': 2, 'Llama-3.1-8B': 20, 'Llama-3.2-11B-Vision': 1}"
1.0,1.6,OPTIMAL,1.5978939533233643,801.0961131176502,275.83697805883213,0.8789007807287522,6.703939108285231,7.582839889013983,307.3001675219477,0.03406072959855833,210.34206691825784,23,11.99291208951444,2000.0,283.4198179478461,14.170990897392308,1716.5801820521538,12,11,0,0.05323830468647277,0.012585887632735878,5,"{'RTX_4090_INT8': 2, 'A6000_FP16': 4, 'A6000_INT8': 8, 'RTX_4090_FP16': 8, 'H100_80GB_INT8': 1}","{'RTX_4090_INT8': np.float64(11.520052013148355), 'A6000_FP16': np.float64(48.83838840898051), 'A6000_INT8': np.float64(83.86459823810779), 'RTX_4090_FP16': np.float64(93.19898709444799), 'H100_80GB_INT8': np.float64(38.414952304147484)}","{'Llama-3.2-3B': 2, 'Llama-3.1-8B': 20, 'Llama-3.2-11B-Vision': 1}"
