C_gpu_scale,psi_error,status,solve_time,total_cost,gap,C1_rental,C2_storage,C2_model,C2_data,C3_robust_delay,C4_unmet,C1_pct,C2_pct,C3_pct,C4_pct,num_allocations,num_gpu_configs,total_gpus,num_unmet_queries,total_unmet_fraction,avg_delay,avg_error,avg_memory_util,max_memory_util,scaled_C_gpu_mean,scaled_epsilon_mean,num_tp_configs,avg_tp_degree,tp_1_count,tp_2_count,tp_4_count,tp_8_count
1.0,1.6,OPTIMAL,0.12070679664611816,406.1881091985698,0.005849968746258241,328.9245307370344,44.88989083459515,1.1925230969195688,43.69736773767558,18.28872520298888,14.084962423951445,80.97837511443147,11.051502941128739,4.502525994439739,3.4675959500000646,6.0,3.0,13.0,1.0,0.044590309750885404,25.28255713085652,0.0744674233019565,3.9845556366685853,7.835000000000003,49.6,0.1386666666666667,3.0,6.230769230769231,1.0,0.0,1.0,1.0
1.0,1.8,OPTIMAL,0.12907695770263672,386.2503380798866,0.0037126565196626007,326.6838292047058,44.959189735994826,1.1925230969195688,43.766666639075254,14.607319139186014,0.0,84.57826362785967,11.639909484479492,3.7818268876608316,0.0,6.0,4.0,15.0,0.0,0.0,25.2315028866484,0.08155376995644416,3.1285666666666674,7.835000000000003,49.6,0.156,4.0,5.666666666666667,1.0,1.0,1.0,1.0
1.0,2.0,OPTIMAL,0.14785480499267578,369.9901362919646,0.009890432226956559,312.1214874711983,44.959189735994826,1.1925230969195688,43.766666639075254,12.909459084771463,0.0,84.3594076856413,12.151456302747725,3.489136011610975,0.0,6.0,3.0,13.0,0.0,0.0,22.78608559518935,0.08265774078787826,3.9954000000000005,7.835000000000003,49.6,0.17333333333333334,3.0,6.230769230769231,1.0,0.0,1.0,1.0
1.2,0.6,INFEASIBLE,0.08000993728637695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2,0.8,INFEASIBLE,0.07988715171813965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2,1.0,OPTIMAL,0.12262105941772461,403.16028223628837,0.0,303.13360367773043,45.91320821353048,2.146541574455224,43.766666639075254,54.11347034502729,0.0,75.18935198583544,11.388326240584679,13.422321773579846,0.0,6.0,4.0,25.0,0.0,0.0,59.63752751906247,0.038893079218667685,5.903819444444446,7.970833333333336,59.519999999999996,0.08666666666666667,4.0,7.72,1.0,0.0,0.0,3.0
1.2,1.2,OPTIMAL,0.13751602172851562,403.16028223628837,0.008360936968435274,303.13360367773043,45.91320821353048,2.146541574455224,43.766666639075254,54.11347034502728,0.0,75.18935198583544,11.388326240584679,13.422321773579842,0.0,6.0,4.0,25.0,0.0,0.0,59.63752751906247,0.038893079218667685,5.903819444444446,7.970833333333336,59.519999999999996,0.10400000000000002,4.0,7.72,1.0,0.0,0.0,3.0
1.2,1.4,OPTIMAL,0.1779460906982422,400.25441315332574,0.0,326.52155248763376,45.39011863286562,1.6695323356873963,43.72058629717823,22.33899605010093,6.003745982725434,81.57850151237506,11.340316843796547,5.58119918631441,1.4999824575139848,6.0,4.0,17.0,1.0,0.010416666666666963,36.06966736772945,0.061382394074230115,3.3393611111111112,8.0,59.519999999999996,0.12133333333333333,4.0,5.705882352941177,1.0,0.0,2.0,1.0
1.2,1.6,OPTIMAL,0.14434218406677246,382.2036815784457,0.009459222160809104,312.1214874711983,45.13994022798821,1.4310277163034826,43.70891251168473,13.06208958821009,11.880164291049102,81.66365278905265,11.810440977848987,3.4175729376194277,3.108333295478931,6.0,3.0,13.0,2.0,0.025983303550595083,22.958362522493097,0.07692218778387415,3.615485262369901,8.0,59.519999999999996,0.1386666666666667,3.0,6.230769230769231,1.0,0.0,1.0,1.0
1.2,1.8,OPTIMAL,0.14871811866760254,369.14607990464754,0.00978581672897428,288.8958153783671,44.72068511661091,0.954018477535655,43.766666639075254,35.52957940966961,0.0,78.26056705058076,12.114630914721486,9.62480203469778,0.0,6.0,4.0,19.0,0.0,0.0,35.466140332196254,0.10555143833426828,3.1422222222222227,7.970833333333336,59.519999999999996,0.156,4.0,7.0,1.0,1.0,0.0,2.0
1.2,2.0,OPTIMAL,0.13309216499328613,352.8858781167255,0.006906323544080884,274.33347364485957,44.72068511661091,0.954018477535655,43.766666639075254,33.83171935525507,0.0,77.73999773210453,12.672846347741482,9.587155920153997,0.0,6.0,3.0,17.0,0.0,0.0,33.02072304073721,0.10665540916570238,4.042944444444445,7.970833333333336,59.519999999999996,0.17333333333333334,3.0,7.588235294117647,1.0,0.0,0.0,2.0
1.4,0.6,INFEASIBLE,0.08067011833190918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,0.8,INFEASIBLE,0.10307097434997559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1.0,OPTIMAL,0.13663697242736816,380.9617388464054,0.0,292.9029271238848,45.50359284697634,1.90803695507131,43.59555589190503,20.26142897224823,22.29378990329593,76.88512972741765,11.944399714461165,5.318494459207923,5.8519760989132426,6.0,4.0,19.0,1.0,0.038680347041251485,29.256021099226242,0.045915549854382516,3.4849133061354203,7.997081795970253,69.44,0.08666666666666667,4.0,7.0,1.0,1.0,0.0,2.0
1.4,1.2,OPTIMAL,0.13086795806884766,367.99475703047153,0.0,292.9029271238848,45.674703594146564,1.90803695507131,43.766666639075254,29.417126312440075,0.0,79.59432071463756,12.411781070664684,7.99389821469772,0.0,6.0,4.0,19.0,0.0,0.0,41.94211147560116,0.04584248692358452,3.9157023809523817,7.482142857142859,69.44,0.10400000000000002,4.0,7.0,1.0,1.0,0.0,2.0
1.4,1.4,OPTIMAL,0.14443397521972656,367.99475703047153,0.008484536967368199,292.9029271238848,45.674703594146564,1.90803695507131,43.766666639075254,29.417126312440075,0.0,79.59432071463756,12.411781070664684,7.99389821469772,0.0,6.0,4.0,19.0,0.0,0.0,41.94211147560116,0.04584248692358452,3.9157023809523817,7.482142857142859,69.44,0.12133333333333333,4.0,7.0,1.0,1.0,0.0,2.0
1.4,1.6,OPTIMAL,0.12953495979309082,350.25371519888273,0.00991393787064233,272.504318723932,45.12839545397906,1.4310277163034826,43.69736773767558,18.53603859707856,14.084962423893087,77.80197808014607,12.884487300399952,5.292174727269727,4.021359892184241,6.0,3.0,11.0,1.0,0.04459030975070065,25.816590719939217,0.06191204954326058,3.223254026191847,7.482142857142859,69.44,0.1386666666666667,3.0,6.2727272727272725,1.0,1.0,0.0,1.0
1.4,1.8,OPTIMAL,0.14331412315368652,335.3698166433108,0.0,271.3839679577677,45.19769435537874,1.4310277163034826,43.766666639075254,18.788154330164407,0.0,80.92080875793408,13.476971424488578,5.602219817577358,0.0,6.0,4.0,12.0,0.0,0.0,27.35176209420948,0.06606039090611576,2.5175476190476194,7.482142857142859,69.44,0.156,4.0,5.833333333333333,2.0,1.0,0.0,1.0
1.4,2.0,OPTIMAL,0.13807392120361328,335.0882141883391,0.0,264.10279709101394,45.154666232058126,1.4310277163034826,43.723638515754644,17.085309192987477,8.745441672279544,78.81590157706137,13.475456408227645,5.098749663389992,2.609892351320985,6.0,3.0,11.0,1.0,0.027686403508760282,25.018061289124816,0.06724030390731388,3.2261904761904785,7.482142857142859,69.44,0.17333333333333334,3.0,6.2727272727272725,1.0,1.0,0.0,1.0
1.6,0.6,INFEASIBLE,0.08150982856750488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6,0.8,INFEASIBLE,0.08225893974304199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6,1.0,OPTIMAL,0.12368297576904297,362.35887791335443,0.0,274.33347364485957,45.91320821353048,2.146541574455224,43.766666639075254,42.11219605496425,0.0,75.70767279792076,12.670645322096686,11.621681879982509,0.0,6.0,3.0,17.0,0.0,0.0,42.994288937255284,0.038893079218667685,4.508125000000001,7.3743750000000015,79.36,0.08666666666666667,3.0,7.588235294117647,1.0,0.0,0.0,2.0
1.6,1.2,OPTIMAL,0.1746349334716797,344.47974002140126,0.008921905913324386,278.50286210744935,45.674703594146564,1.90803695507131,43.766666639075254,20.302174319805182,0.0,80.84738512928134,13.259039150258578,5.893575720460043,0.0,6.0,4.0,15.0,0.0,0.0,29.103863323637132,0.04584248692358452,3.0835312500000005,7.134375000000002,79.36,0.10400000000000002,4.0,5.666666666666667,1.0,1.0,1.0,1.0
1.6,1.4,OPTIMAL,0.15588092803955078,344.47974002140126,0.009814329488816862,278.50286210744935,45.674703594146564,1.90803695507131,43.766666639075254,20.30217431980519,0.0,80.84738512928134,13.259039150258578,5.893575720460046,0.0,6.0,4.0,15.0,0.0,0.0,29.103863323637132,0.04584248692358452,3.0835312500000005,7.134375000000002,79.36,0.12133333333333333,4.0,5.666666666666667,1.0,1.0,1.0,1.0
1.6,1.6,OPTIMAL,0.13087892532348633,332.65763814172783,0.008754790334290703,264.10279709101394,45.42452518926915,1.6695323356873963,43.754992853581754,17.25389755312109,5.876418308323604,79.39177304520322,13.655037486292787,5.186683116462853,1.7665063520411255,6.0,3.0,11.0,1.0,0.015566636883928009,25.054015928478893,0.06131480942610396,3.0539056134440927,7.686875000000002,79.36,0.1386666666666667,3.0,6.2727272727272725,1.0,1.0,0.0,1.0
1.6,1.8,OPTIMAL,0.15116000175476074,326.79860532418127,0.0,264.10279709101394,45.43619897476265,1.6695323356873963,43.766666639075254,17.259609258404648,0.0,80.81515428409688,13.903424994635563,5.281420721267543,0.0,6.0,3.0,11.0,0.0,0.0,24.996084886840674,0.061521844154664475,3.0551250000000008,7.686875000000002,79.36,0.156,3.0,6.2727272727272725,1.0,1.0,0.0,1.0
1.6,2.0,OPTIMAL,0.15255308151245117,326.78553310549887,0.00995195100515416,264.10279709101394,45.43619897476265,1.6695323356873963,43.766666639075254,17.24653703972225,0.0,80.8183870874576,13.90398116555977,5.277631746982633,0.0,6.0,3.0,11.0,0.0,0.0,25.209132809703743,0.051485004506469895,2.9446250000000007,7.134375000000002,79.36,0.17333333333333334,3.0,6.2727272727272725,1.0,1.0,0.0,1.0
1.8,0.6,INFEASIBLE,0.10232996940612793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8,0.8,INFEASIBLE,0.08209705352783203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8,1.0,OPTIMAL,0.11147189140319824,325.2659413260143,0.009941035120561149,240.09345190092176,45.50359284697633,1.90803695507131,43.59555589190502,17.375106674820078,22.293789903295977,73.81450726815444,13.989658019979426,5.341815562978048,6.854019148888046,6.0,3.0,10.0,1.0,0.03868034704125156,25.426341781874445,0.045915549854382516,2.7795397248811766,7.233285841310196,89.28,0.08666666666666667,3.0,6.6,2.0,0.0,0.0,1.0
1.8,1.2,OPTIMAL,0.10908627510070801,303.1840075174455,0.009682006934715675,240.09345190092176,45.674703594146564,1.90803695507131,43.766666639075254,17.415852022377045,0.0,79.19067165411307,15.065010838844591,5.744317507042294,0.0,6.0,3.0,10.0,0.0,0.0,25.29887289379398,0.04584248692358452,2.820111111111112,7.355000000000002,89.28,0.10400000000000002,3.0,6.6,2.0,0.0,0.0,1.0
1.8,1.4,OPTIMAL,0.10827493667602539,303.1840075174455,0.006495506481768802,240.09345190092176,45.674703594146564,1.90803695507131,43.766666639075254,17.415852022377045,0.0,79.19067165411307,15.065010838844591,5.744317507042294,0.0,6.0,3.0,10.0,0.0,0.0,25.29887289379398,0.04584248692358452,2.820111111111112,7.355000000000002,89.28,0.12133333333333333,3.0,6.6,2.0,0.0,0.0,1.0
1.8,1.6,OPTIMAL,0.13612627983093262,303.1840075174455,0.0097535428201397,240.09345190092176,45.674703594146564,1.90803695507131,43.766666639075254,17.415852022377045,0.0,79.19067165411307,15.065010838844591,5.744317507042294,0.0,6.0,3.0,10.0,0.0,0.0,25.29887289379398,0.04584248692358452,2.820111111111112,7.355000000000002,89.28,0.1386666666666667,3.0,6.6,2.0,0.0,0.0,1.0
1.8,1.8,OPTIMAL,0.12381124496459961,303.1840075174455,0.0,240.09345190092176,45.674703594146564,1.90803695507131,43.766666639075254,17.415852022377045,0.0,79.19067165411307,15.065010838844591,5.744317507042294,0.0,6.0,3.0,10.0,0.0,0.0,25.29887289379398,0.04584248692358452,2.820111111111112,7.355000000000002,89.28,0.156,3.0,6.6,2.0,0.0,0.0,1.0
1.8,2.0,OPTIMAL,0.14859485626220703,303.1840075174455,0.0,240.09345190092176,45.674703594146564,1.90803695507131,43.766666639075254,17.415852022377045,0.0,79.19067165411307,15.065010838844591,5.744317507042294,0.0,6.0,3.0,10.0,0.0,0.0,25.29887289379398,0.04584248692358452,2.820111111111112,7.355000000000002,89.28,0.17333333333333334,3.0,6.6,2.0,0.0,0.0,1.0
2.0,0.6,OPTIMAL,0.106536865234375,534.7616495575844,0.0,422.72120996507454,46.19914339170067,2.7428031229150083,43.45634026878567,25.409289356693286,40.43200684411584,79.04852756640226,8.639202798091796,4.751516751007619,7.560752884498316,6.0,4.0,19.0,1.0,0.07015065913370988,32.01242879705111,0.036621026519925846,3.676875,8.0,99.2,0.05200000000000001,4.0,7.0,1.0,1.0,0.0,2.0
2.0,0.8,OPTIMAL,0.10968375205993652,516.8757059262408,0.0,408.158868231567,46.19914339170067,2.7428031229150083,43.45634026878567,22.08568745885751,40.432006844115584,78.96654138544714,8.938153382332382,4.272920395683906,7.822384836536564,6.0,3.0,17.0,1.0,0.07015065913370944,27.888517461553676,0.036993370155648915,4.679000000000001,8.000000000000004,99.2,0.06933333333333334,3.0,7.588235294117647,1.0,0.0,0.0,2.0
2.0,1.0,OPTIMAL,0.1395571231842041,325.2659413260143,0.00879489787531335,240.09345190092176,45.50359284697633,1.90803695507131,43.59555589190502,17.37510667482009,22.293789903295977,73.81450726815444,13.989658019979426,5.341815562978051,6.854019148888046,6.0,3.0,10.0,1.0,0.03868034704125156,25.426341781874445,0.045915549854382516,2.501585752393059,6.509957257179177,99.2,0.08666666666666667,3.0,6.6,2.0,0.0,0.0,1.0
2.0,1.2,OPTIMAL,0.1143639087677002,303.1840075174455,0.009943686858314654,240.09345190092176,45.674703594146564,1.90803695507131,43.766666639075254,17.415852022377045,0.0,79.19067165411307,15.065010838844591,5.744317507042294,0.0,6.0,3.0,10.0,0.0,0.0,25.29887289379398,0.04584248692358452,2.5381000000000005,6.619500000000002,99.2,0.10400000000000002,3.0,6.6,2.0,0.0,0.0,1.0
2.0,1.4,OPTIMAL,0.11844897270202637,303.1840075174455,0.009063913110438937,240.09345190092176,45.674703594146564,1.90803695507131,43.766666639075254,17.415852022377045,0.0,79.19067165411307,15.065010838844591,5.744317507042294,0.0,6.0,3.0,10.0,0.0,0.0,25.29887289379398,0.04584248692358452,2.5381000000000005,6.619500000000002,99.2,0.12133333333333333,3.0,6.6,2.0,0.0,0.0,1.0
2.0,1.6,OPTIMAL,0.13376188278198242,303.1840075174455,0.008370909497370538,240.09345190092176,45.674703594146564,1.90803695507131,43.766666639075254,17.415852022377045,0.0,79.19067165411307,15.065010838844591,5.744317507042294,0.0,6.0,3.0,10.0,0.0,0.0,25.29887289379398,0.04584248692358452,2.5381000000000005,6.619500000000002,99.2,0.1386666666666667,3.0,6.6,2.0,0.0,0.0,1.0
2.0,1.8,OPTIMAL,0.1467897891998291,303.1840075174455,0.008406011134574645,240.09345190092176,45.674703594146564,1.90803695507131,43.766666639075254,17.415852022377045,0.0,79.19067165411307,15.065010838844591,5.744317507042294,0.0,6.0,3.0,10.0,0.0,0.0,25.29887289379398,0.04584248692358452,2.5381000000000005,6.619500000000002,99.2,0.156,3.0,6.6,2.0,0.0,0.0,1.0
2.0,2.0,OPTIMAL,0.17028284072875977,303.1840075174455,0.001626127527380598,240.09345190092176,45.674703594146564,1.90803695507131,43.766666639075254,17.415852022377045,0.0,79.19067165411307,15.065010838844591,5.744317507042294,0.0,6.0,3.0,10.0,0.0,0.0,25.29887289379398,0.04584248692358452,2.5381000000000005,6.619500000000002,99.2,0.17333333333333334,3.0,6.6,2.0,0.0,0.0,1.0
