psi_delay,psi_error,status,solve_time,total_cost,gpu_rental_cost,storage_cost_model,storage_cost_data,storage_cost_total,delay_penalty,error_penalty,unmet_demand_penalty,total_gpus,workload_allocation,precision_FP16,precision_INT8,precision_INT4,avg_model_size_GB,error_rate,total_unmet_demand,num_active_configs,gpu_allocation,model_instances
1.7,0.9,OPTIMAL,6.76370096206665,801.0207088454911,209.50074017041172,0.878900680324192,6.464627047108305,7.343527727432497,260.311071463385,0.02469240464828125,306.3568637947728,20,"dict_values([1.0, 1.0, 0.999999343126634, 0.6953484826128695, 0.9848484848484849, 0.843106350266171])",8,12,0,15.8,0.02469240464828125,0.0769241945201599,5,"{'H100_80GB_INT8': 4, 'A6000_FP16': 8, 'A6000_INT8': 8}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 18, 'Llama-3.2-11B-Vision': 1}"
1.7,1.1,OPTIMAL,5.847431898117065,597.2232118422658,183.9440786762515,0.8789006866275374,6.955179810798819,7.834080497426357,275.6017090112404,0.034623060907742025,111.41624356999077,22,"dict_values([1.0, 0.999999763954444, 0.9999996204099996, 0.8229149680339792, 0.9848484905998487, 0.998756821431324])",10,12,0,15.636363636363637,0.034623060907742025,0.029514171994336796,5,"{'RTX_4090_INT8': 2, 'A6000_FP16': 10, 'A6000_INT8': 8, 'H100_80GB_INT8': 2}","{'Llama-3.2-3B': 2, 'Llama-3.1-8B': 18, 'Llama-3.2-11B-Vision': 2}"
1.7,1.3,OPTIMAL,3.7864809036254883,399.4696877510932,163.48738353175278,0.7833680871712791,6.986015528833992,7.769383616005271,192.8434586110166,0.04890229947391926,0.0,20,"dict_values([1.0, 1.0, 1.0, 0.9627659574468092, 0.9896925307790454, 1.0])",11,9,0,15.600000000000001,0.04890229947391926,0.0,5,"{'A6000_INT8': 9, 'H100_80GB_FP16': 1, 'A6000_FP16': 10}","{'Llama-3.2-3B': 2, 'Llama-3.1-8B': 16, 'Llama-3.2-11B-Vision': 2}"
1.7,1.5,OPTIMAL,3.570945978164673,360.00321675710956,152.77488983415603,0.7833680871712791,6.99624772684297,7.7796158140142495,195.55585847573806,0.05681190466585285,0.0,22,"dict_values([1.0, 1.0, 1.0, 1.0, 1.0, 0.9947519083969463])",8,14,0,16.18181818181818,0.05681190466585285,0.0,4,"{'A6000_INT8': 14, 'A6000_FP16': 8}","{'Llama-3.2-3B': 2, 'Llama-3.1-8B': 16, 'Llama-3.2-11B-Vision': 4}"
1.7,1.7,OPTIMAL,5.538461923599243,322.02957286885487,139.74559470311476,0.592302700056333,7.0002518666554305,7.5925545667117635,151.10042075770966,0.05676838277825415,0.0,16,"dict_values([1.0, 0.9843501124480535, 1.0, 1.0, 1.0, 1.0])",0,16,0,15.0,0.05676838277825415,0.0,4,"{'A6000_INT8': 14, 'H100_80GB_INT8': 2}","{'Llama-3.2-3B': 4, 'Llama-3.1-8B': 8, 'Llama-3.2-11B-Vision': 4}"
1.7,1.9,OPTIMAL,7.738358020782471,263.12861352054944,100.43406427900172,0.49677000649885994,6.991546662607314,7.488316669106174,115.55435782081439,0.06281932275131816,0.0,10,"dict_values([0.9707599530577644, 1.0, 1.0, 1.0, 1.0, 1.0])",0,10,0,12.4,0.06281932275131816,0.0,3,"{'A6000_INT8': 8, 'H100_80GB_INT8': 2}","{'Llama-3.2-3B': 6, 'Llama-3.2-11B-Vision': 4}"
1.9,0.5,OPTIMAL,9.908865213394165,1298.593496879731,328.86681159056457,1.031753090420709,6.822028414987134,7.853781505407843,390.5900327208589,0.009416341952293739,565.2878669331951,22,"dict_values([1.0, 0.88085456322564, 1.0, 0.3863047125627053, 1.0, 0.9918111106655959])",12,10,0,18.18181818181818,0.009416341952293739,0.12214012070194244,4,"{'A6000_FP16': 4, 'RTX_4090_FP16': 8, 'H100_80GB_INT8': 10}","{'Llama-3.1-8B': 14, 'Llama-3.2-11B-Vision': 8}"
1.9,0.7,OPTIMAL,9.19975209236145,862.1584309950445,261.9161140692291,2.1017192100354776,6.946776868974522,9.04849607901,373.1640209452871,0.010737948492065854,212.03345629281688,28,"dict_values([1.0, 1.0, 0.9999996844733258, 0.662993920972645, 1.0, 0.9918111106655958])",8,20,0,51.42857142857143,0.010737948492065854,0.056167679837892504,4,"{'A6000_FP16': 8, 'A6000_INT8': 16, 'H100_80GB_INT8': 4}","{'Llama-3.1-8B': 20, 'Llama-3.1-70B': 8}"
1.9,0.9,OPTIMAL,6.365507125854492,801.0246443634512,209.50074017041172,0.8789007807287522,6.4646272106704235,7.343527991399176,260.31455211920075,0.0251842712811939,306.356863794773,20,"dict_values([1.0, 1.0, 1.0, 0.6953484826128696, 0.9848484848484849, 0.8431063502661706])",8,12,0,15.8,0.0251842712811939,0.07692419452015996,5,"{'H100_80GB_INT8': 4, 'A6000_FP16': 8, 'A6000_INT8': 8}","{'Llama-3.2-3B': 1, 'Llama-3.1-8B': 18, 'Llama-3.2-11B-Vision': 1}"
1.9,1.1,OPTIMAL,5.676745891571045,597.2242627425802,176.3130804873483,0.8789006830883291,6.95517997263425,7.834080655722579,275.60196462216254,0.03541356240503366,111.41623949427502,21,"dict_values([1.0, 1.0, 0.9999996844733244, 0.8229147745661098, 0.9848484848484848, 0.998756821431324])",9,12,0,15.333333333333332,0.03541356240503366,0.029514170914679363,5,"{'RTX_4090_INT8': 2, 'A6000_FP16': 9, 'A6000_INT8': 8, 'H100_80GB_INT8': 2}","{'Llama-3.2-3B': 2, 'Llama-3.1-8B': 18, 'Llama-3.2-11B-Vision': 1}"
1.9,1.3,OPTIMAL,3.7354400157928467,398.8975126831786,162.78772888745388,0.7833680871712791,6.986015528833992,7.769383616005271,192.97070428030864,0.04913620657386671,0.0,20,"dict_values([1.0, 1.0, 1.0, 0.962765957446809, 0.9896925307790454, 1.0])",11,9,0,15.600000000000001,0.04913620657386671,0.0,5,"{'A6000_INT8': 9, 'H100_80GB_FP16': 1, 'A6000_FP16': 8, 'RTX_4090_FP16': 2}","{'Llama-3.2-3B': 2, 'Llama-3.1-8B': 16, 'Llama-3.2-11B-Vision': 2}"
1.9,1.5,OPTIMAL,4.298468828201294,360.00321675710956,152.77488983415603,0.7833680871712791,6.99624772684297,7.7796158140142495,195.55585847573806,0.05681190466585285,0.0,22,"dict_values([1.0, 1.0, 1.0, 1.0, 1.0, 0.9947519083969463])",8,14,0,16.18181818181818,0.05681190466585285,0.0,4,"{'A6000_INT8': 14, 'A6000_FP16': 8}","{'Llama-3.2-3B': 2, 'Llama-3.1-8B': 16, 'Llama-3.2-11B-Vision': 4}"
1.9,1.7,OPTIMAL,6.371093988418579,322.0295740239338,139.74559470311476,0.592302700056333,7.0002518658520145,7.5925545659083475,151.1004207403722,0.056767982855420215,0.0,16,"dict_values([1.0, 0.984350111401939, 1.0, 1.0, 1.0, 1.0])",0,16,0,15.0,0.056767982855420215,0.0,4,"{'A6000_INT8': 14, 'H100_80GB_INT8': 2}","{'Llama-3.2-3B': 4, 'Llama-3.1-8B': 8, 'Llama-3.2-11B-Vision': 4}"
1.9,1.9,OPTIMAL,5.964340925216675,263.1286178250444,100.43406427900172,0.49677000649885994,6.991546662607314,7.488316669106174,115.55436212530932,0.06281932275131816,0.0,10,"dict_values([0.9707599530577644, 1.0, 1.0, 1.0, 1.0, 1.0])",0,10,0,12.4,0.06281932275131816,0.0,3,"{'A6000_INT8': 8, 'H100_80GB_INT8': 2}","{'Llama-3.2-3B': 6, 'Llama-3.2-11B-Vision': 4}"
