C_gpu_scale,psi_error,status,solve_time,total_cost,gap,C1_rental,C2_storage,C2_model,C2_data,C3_robust_delay,C4_unmet,C1_pct,C2_pct,C3_pct,C4_pct,num_allocations,num_gpu_configs,total_gpus,num_unmet_queries,total_unmet_fraction,avg_delay,avg_error,avg_memory_util,max_memory_util,scaled_C_gpu_mean,scaled_epsilon_mean
1.5,1.0,OPTIMAL,0.27811312675476074,362.3588779133544,0.009434757631643432,274.33347364485957,45.91320821353048,2.146541574455224,43.766666639075254,42.112196054964194,0.0,75.70767279792078,12.670645322096687,11.621681879982495,0.0,6.0,3.0,17.0,0.0,0.0,42.994288937255284,0.038893079218667685,4.808666666666668,7.866000000000001,74.4,0.08666666666666667
1.5,1.2,OPTIMAL,0.2808358669281006,358.87980503783666,0.009295974983289816,292.9029271238848,45.674703594146564,1.90803695507131,43.766666639075254,20.30217431980519,0.0,81.61588448617333,12.727019729998762,5.657095783827884,0.0,6.0,4.0,19.0,0.0,0.0,29.103863323637132,0.04584248692358452,3.2891000000000004,7.610000000000002,74.4,0.10400000000000002
1.5,1.4,OPTIMAL,0.3803131580352783,358.87980503783666,0.0,292.9029271238848,45.674703594146564,1.90803695507131,43.766666639075254,20.30217431980519,0.0,81.61588448617333,12.727019729998762,5.657095783827884,0.0,6.0,4.0,19.0,0.0,0.0,29.103863323637132,0.04584248692358452,3.2891000000000004,7.610000000000002,74.4,0.12133333333333333
1.5,1.6,OPTIMAL,0.32339906692504883,350.21097358141344,0.0,272.504318723932,45.36690007336297,1.6695323356873963,43.69736773767558,18.254792360166988,14.084962423951445,77.81147344904171,12.95416291768954,5.212512952831074,4.021850680437664,6.0,3.0,11.0,1.0,0.044590309750885404,25.89285449255147,0.04920596459608132,3.1337037577790574,7.610000000000002,74.4,0.1386666666666667
1.5,1.8,OPTIMAL,0.30367112159729004,335.3698166433108,0.002484853961466122,271.3839679577677,45.19769435537874,1.4310277163034826,43.766666639075254,18.788154330164407,0.0,80.92080875793408,13.476971424488578,5.602219817577358,0.0,6.0,4.0,12.0,0.0,0.0,27.35176209420948,0.06606039090611576,2.3497111111111115,6.983333333333335,74.4,0.156
1.5,2.0,OPTIMAL,0.2374267578125,326.39078572214254,0.0,264.10279709101394,45.19769435537874,1.4310277163034826,43.766666639075254,17.090294275749862,0.0,80.91613141182407,13.84772375095652,5.236144837219419,0.0,6.0,3.0,11.0,0.0,0.0,24.906344802750436,0.06716436173754985,3.015600000000001,6.983333333333335,74.4,0.17333333333333334
2.0,0.4,OPTIMAL,1.0753777027130127,776.3353132707184,0.001448254057077153,381.3399046358518,45.96226328942639,4.5315877682943615,41.43067552113203,73.90462503531054,275.12852031012955,49.120515081203514,5.920413834556401,9.519678387931197,35.43939269630887,6.0,4.0,21.0,2.0,0.47405397426201773,113.35487326617074,0.02427748614313246,4.740255691318393,8.000000000000002,99.2,0.03466666666666667
2.0,0.6,OPTIMAL,0.27857208251953125,534.7616495575841,0.0,422.72120996507454,46.19914339170067,2.7428031229150083,43.45634026878567,25.409289356693304,40.43200684411545,79.0485275664023,8.639202798091802,4.7515167510076255,7.560752884498248,6.0,4.0,19.0,1.0,0.07015065913370921,32.01242879705111,0.036621026519925846,3.6768750000000017,8.000000000000005,99.2,0.05200000000000001
2.0,0.8,OPTIMAL,0.17641592025756836,417.5174616813091,0.0,244.88423674370048,45.17982785689813,2.146541574455224,43.0332862824429,31.902253389540842,95.55114369116956,58.65245390158568,10.821063070024092,7.64093871932279,22.885544309067416,6.0,3.0,17.0,1.0,0.16578389830508422,40.16137360279663,0.03978872581744674,4.679000000000003,8.000000000000007,99.2,0.06933333333333334
2.0,1.0,OPTIMAL,0.20184969902038574,325.2659413260143,0.002348944689124942,240.09345190092176,45.50359284697633,1.90803695507131,43.59555589190502,17.37510667482009,22.293789903295977,73.81450726815444,13.989658019979426,5.341815562978051,6.854019148888046,6.0,3.0,10.0,1.0,0.03868034704125156,25.426341781874445,0.045915549854382516,2.501585752393059,6.509957257179177,99.2,0.08666666666666667
2.0,1.2,OPTIMAL,0.19942784309387207,303.1840075174455,0.0,240.09345190092176,45.674703594146564,1.90803695507131,43.766666639075254,17.41585202237704,0.0,79.19067165411307,15.065010838844591,5.744317507042293,0.0,6.0,3.0,10.0,0.0,0.0,25.29887289379398,0.04584248692358452,2.5381000000000005,6.619500000000002,99.2,0.10400000000000002
2.0,1.4,OPTIMAL,0.1873929500579834,303.1840075174455,0.009241567973295211,240.09345190092176,45.674703594146564,1.90803695507131,43.766666639075254,17.41585202237705,0.0,79.19067165411307,15.065010838844591,5.744317507042295,0.0,6.0,3.0,10.0,0.0,0.0,25.29887289379398,0.04584248692358452,2.5381000000000005,6.619500000000002,99.2,0.12133333333333333
2.0,1.6,OPTIMAL,0.19235897064208984,303.1840075174455,0.0,240.09345190092176,45.674703594146564,1.90803695507131,43.766666639075254,17.415852022377045,0.0,79.19067165411307,15.065010838844591,5.744317507042294,0.0,6.0,3.0,10.0,0.0,0.0,25.29887289379398,0.04584248692358452,2.5381000000000005,6.619500000000002,99.2,0.1386666666666667
2.0,1.8,OPTIMAL,0.18209195137023926,299.8793728769025,0.004347103255189513,223.36527757758333,44.82436893198705,1.90803695507131,42.91633197691574,20.119861772626045,11.56986459470598,74.4850422470613,14.947466543618193,6.709318343441064,3.8581728658794066,6.0,3.0,10.0,1.0,0.04462270011446556,27.66975954994795,0.04395814116632179,2.8463562478711246,7.772735410280042,99.2,0.156
2.0,2.0,OPTIMAL,0.16913390159606934,299.8793728769025,0.0,223.36527757758333,44.82436893198705,1.90803695507131,42.91633197691574,20.119861772626045,11.569864594705951,74.4850422470613,14.947466543618193,6.709318343441064,3.858172865879397,6.0,3.0,10.0,1.0,0.04462270011446545,27.66975954994795,0.04395814116632179,2.8463562478711246,7.772735410280042,99.2,0.17333333333333334
